WKT,HANDLE,PARCEL
"POLYGON ((582036.191 1034345.583,582058.703 1034363.13,582130.929 1034256.988,582108.17 1034239.772,582036.191 1034345.583))",13358000220,220
"POLYGON ((582012.317 1034326.975,582036.191 1034345.583,582108.17 1034239.772,582084.086 1034221.554,582012.317 1034326.975))",13358000230,230
"POLYGON ((581894.537 1034235.173,581930.668 1034263.335,582001.558 1034159.125,581965.093 1034131.541,581894.537 1034235.173))",13358000270,270
"POLYGON ((581876.028 1034220.747,581894.537 1034235.173,581965.093 1034131.541,581946.383 1034117.387,581876.028 1034220.747))",13358000280,280
"POLYGON ((581797.021 1034159.166,581816.615 1034174.438,581886.401 1034072.014,581866.555 1034057.002,581797.021 1034159.166))",13358000320,320
"POLYGON ((581760.399 1034025.598,581821.571 1034069.345,581843.731 1034039.736,581782.298 1033993.265,581764.02 1034020.252,581760.399 1034025.598))",13358000340,340
"POLYGON ((581739.052 1034057.116,581798.454 1034100.234,581821.571 1034069.345,581760.399 1034025.598,581759.255 1034027.287,581739.052 1034057.116))",13358000350,350
"POLYGON ((581739.052 1034057.116,581714.958 1034092.69,581713.844 1034094.335,581770.034 1034138.131,581798.454 1034100.234,581739.052 1034057.116))",13358000360,360
"POLYGON ((581691.634 1034127.127,581788.606 1034202.287,581801.748 1034183.274,581704.967 1034107.864,581691.634 1034127.127))",13358000370,370
"POLYGON ((581675.491 1034150.962,581775.065 1034221.878,581788.606 1034202.287,581691.634 1034127.127,581675.491 1034150.962))",13358000380,380
"POLYGON ((581660.344 1034173.326,581757.973 1034246.604,581775.065 1034221.878,581675.491 1034150.962,581660.344 1034173.326))",13358000390,390
"POLYGON ((582356.761 1034787.312,582373.467 1034800.862,582377.01 1034803.736,582456.009 1034691.671,582435.39 1034675.724,582356.761 1034787.312))",13359000090,90
"POLYGON ((582674.027 1034840.043,582722.206 1034877.303,582801.126 1034764.006,582752.581 1034727.301,582674.027 1034840.043))",13359000220,220
"POLYGON ((582511.608 1034714.438,582532.265 1034730.413,582609.689 1034619.259,582588.858 1034603.509,582511.608 1034714.438))",13359000290,290
"POLYGON ((582491.592 1034698.959,582511.608 1034714.438,582588.858 1034603.509,582568.665 1034588.24,582491.592 1034698.959))",13359000300,300
"POLYGON ((582472.803 1034684.428,582491.592 1034698.959,582568.665 1034588.24,582549.718 1034573.914,582472.803 1034684.428))",13359000310,310
"POLYGON ((582452.115 1034668.429,582472.803 1034684.428,582549.718 1034573.914,582528.915 1034558.185,582452.115 1034668.429))",13359000320,320
"POLYGON ((582432.692 1034653.409,582452.115 1034668.429,582528.915 1034558.185,582509.359 1034543.398,582432.692 1034653.409))",13359000330,330
"POLYGON ((582412.954 1034638.145,582432.692 1034653.409,582509.359 1034543.398,582503.556 1034539.011,582489.417 1034528.32,582412.954 1034638.145))",13359000340,340
"POLYGON ((582393.887 1034623.4,582412.954 1034638.145,582489.417 1034528.32,582470.224 1034513.808,582393.887 1034623.4))",13359000350,350
"POLYGON ((582374.079 1034608.081,582393.887 1034623.4,582470.224 1034513.808,582450.282 1034498.73,582425.648 1034534.093,582420.39 1034541.646,582407.868 1034559.63,582390.864 1034584.052,582374.079 1034608.081))",13359000360,360
"POLYGON ((582236.304 1034585.296,582260.952 1034604.57,582290.029 1034563.303,582266.345 1034544.985,582265.092 1034544.109,582236.304 1034585.296))",13359000410,410
"POLYGON ((583150.208496 1035285.153529,583074.344261 1035378.569184,583093.674818 1035394.42256099998485,583170.191721 1035300.20324199995957,583150.208496 1035285.153529))",13360000170,170
"POLYGON ((583250.12462 1035360.402092,583170.99704699998256 1035457.83606799994595,583199.992883 1035481.616134,583280.099458 1035382.976661,583250.12462 1035360.402092))",13360000210,210
"POLYGON ((583302.19554099999368 1035380.11299299995881,583353.85901599994395 1035419.02165,583425.17766699998174 1035311.27716499997769,583375.915638 1035277.024392,583302.19554099999368 1035380.11299299995881))",13360000250,250
"POLYGON ((583278.226232 1035362.06129099999089,583302.19554099999368 1035380.11299299995881,583375.915638 1035277.024392,583351.2846229999559 1035259.89800499996636,583278.226232 1035362.06129099999089))",13360000260,260
"POLYGON ((583138.405263 1035256.759698,583171.96229599998333 1035282.032081,583242.08712599996943 1035183.97102399996947,583207.603705 1035159.99408199999016,583138.405263 1035256.759698))",13360000310,310
"POLYGON ((583098.456415 1035226.673529,583118.430839 1035241.716614,583187.0778599999612 1035145.72209399996791,583166.552014 1035131.450105,583098.456415 1035226.673529))",13360000330,330
"POLYGON ((583074.48710599995684 1035208.621827,583098.456415 1035226.673529,583166.552014 1035131.450105,583141.921 1035114.32371799997054,583074.48710599995684 1035208.621827))",13360000340,340
"POLYGON ((583054.51268199994229 1035193.578743,583074.48710599995684 1035208.621827,583141.921 1035114.32371799997054,583121.395154 1035100.051729,583054.51268199994229 1035193.578743))",13360000350,350
"POLYGON ((583035.3372349999845 1035179.13738099997863,583054.51268199994229 1035193.578743,583121.395154 1035100.051729,583101.69034299999475 1035086.35062,583035.3372349999845 1035179.13738099997863))",13360000360,360
"POLYGON ((583015.36281099996995 1035164.09429699997418,583035.3372349999845 1035179.13738099997863,583101.69034299999475 1035086.35062,583081.164497 1035072.078631,583015.36281099996995 1035164.09429699997418))",13360000370,370
"POLYGON ((582996.187364 1035149.652935,583015.36281099996995 1035164.09429699997418,583081.164497 1035072.078631,583061.459686 1035058.37752099998761,582996.187364 1035149.652935))",13360000380,380
"POLYGON ((582915.484932 1035057.92185899999458,582921.05142599996179 1035093.0667599999579,583012.811742 1034963.752859,583006.50255199999083 1034928.733664,582915.484932 1035057.92185899999458))",13360000410,410
"POLYGON ((582909.80596 1035022.06681099999696,582915.484932 1035057.92185899999458,583006.50255199999083 1034928.733664,583002.41522199998144 1034906.04691799997818,582998.34298399998806 1034903.145733,582909.80596 1035022.06681099999696))",13360000420,420
"POLYGON ((582845.51259 1034973.21064399997704,582877.36069899995346 1034997.41184099996462,582965.1542419999605 1034879.501074,582932.57633599999826 1034856.291592,582845.51259 1034973.21064399997704))",13360000440,440
"POLYGON ((582978.167 1035630.414,582922.0 1035686.373,582919.719 1035688.645,582922.326 1035689.257,583051.312 1035719.562,583055.593 1035707.905,582978.167 1035630.414))",13386000060,60
"POLYGON ((582464.03 1035498.897,582481.814 1035517.87,582517.198 1035483.073,582499.247 1035464.234,582464.03 1035498.897))",13388000175,175
"POLYGON ((582424.194 1035574.557,582441.633 1035592.43,582534.417 1035501.146,582533.638 1035500.328,582517.198 1035483.073,582481.814 1035517.87,582424.194 1035574.557))",13388000180,180
"POLYGON ((581715.154 1034851.84,581732.603 1034869.64,581821.785 1034779.155,581804.267 1034761.485,581715.154 1034851.84))",13391000050,50
"POLYGON ((581732.603 1034869.64,581748.846 1034886.211,581838.151 1034795.664,581821.785 1034779.155,581732.603 1034869.64))",13391000060,60
"POLYGON ((581783.343 1034921.402,581807.225 1034945.766,581897.637 1034856.592,581896.522 1034854.544,581872.844 1034830.66,581783.343 1034921.402))",13391000090,90
"POLYGON ((581536.501 1034308.01,581632.378 1034408.086,581659.302 1034382.073,581556.18 1034288.969,581536.501 1034308.01))",13392000020,20
"POLYGON ((581499.733 1034343.586,581595.568 1034443.649,581632.378 1034408.086,581536.501 1034308.01,581499.733 1034343.586))",13392000030,30
"POLYGON ((581479.903 1034362.773,581577.959 1034460.663,581595.568 1034443.649,581499.733 1034343.586,581482.815 1034359.955,581479.903 1034362.773))",13392000040,40
"POLYGON ((581479.903 1034362.773,581476.068 1034366.483,581456.707 1034385.217,581553.814 1034483.134,581577.959 1034460.663,581479.903 1034362.773))",13392000050,50
"POLYGON ((581375.685 1034505.69,581464.094 1034418.1,581443.179 1034398.309,581396.823 1034443.161,581355.013 1034484.615,581375.685 1034505.69))",13392000060,60
"POLYGON ((581397.749 1034528.183,581415.639 1034546.421,581504.244 1034458.637,581486.734 1034440.958,581397.749 1034528.183))",13392000080,80
"POLYGON ((581415.639 1034546.421,581432.907 1034564.026,581521.598 1034476.158,581504.244 1034458.637,581415.639 1034546.421))",13392000090,90
"POLYGON ((581432.907 1034564.026,581451.321 1034582.798,581540.071 1034494.809,581521.598 1034476.158,581432.907 1034564.026))",13392000100,100
"POLYGON ((581451.321 1034582.798,581485.548 1034617.692,581574.468 1034529.537,581540.071 1034494.809,581451.321 1034582.798))",13392000110,110
"POLYGON ((581485.548 1034617.692,581521.075 1034653.91,581610.202 1034565.616,581574.468 1034529.537,581485.548 1034617.692))",13392000120,120
"POLYGON ((581521.075 1034653.91,581539.272 1034672.461,581628.427 1034584.016,581610.202 1034565.616,581521.075 1034653.91))",13392000130,130
"POLYGON ((581714.829 1034487.8,581744.232 1034514.418,581823.819 1034433.126,581791.919 1034407.237,581714.829 1034487.8))",13392000160,160
"POLYGON ((581676.111 1034452.767,581708.479 1034482.054,581714.829 1034487.8,581791.919 1034407.237,581753.605 1034376.143,581676.111 1034452.767))",13392000170,170
"POLYGON ((580867.381622 1033983.09767899999861,580953.08374899998307 1033899.0604199999943,580932.75357199995779 1033880.33036799996626,580825.20567699999083 1033939.861703,580867.381622 1033983.09767899999861))",13393000010,10
"POLYGON ((580884.838554 1034000.99336399999447,580971.493815 1033916.021487,580953.08374899998307 1033899.0604199999943,580867.381622 1033983.09767899999861,580884.838554 1034000.99336399999447))",13393000020,20
"POLYGON ((580958.15766499994788 1034076.155242,581048.812965 1033987.2550849999534,581034.08493899996392 1033973.68625599995721,580944.19212 1034061.838694,580958.15766499994788 1034076.155242))",13393000050,50
"POLYGON ((581076.86479799996596 1034197.84590199997183,581173.99869699997362 1034102.587834,581155.58916299999692 1034085.62725799996406,581059.407865999965 1034179.95021599996835,581076.86479799996596 1034197.84590199997183))",13393000120,120
"POLYGON ((581199.77523599995766 1034126.3355819999706,581173.99869699997362 1034102.587834,581076.86479799996596 1034197.84590199997183,581101.30450099997688 1034222.899861,581199.77523599995766 1034126.3355819999706))",13393000130,130
"POLYGON ((581229.227299 1034153.469564,581199.77523599995766 1034126.3355819999706,581101.30450099997688 1034222.899861,581129.235590999946 1034251.53295799996704,581229.227299 1034153.469564))",13393000140,140
"POLYGON ((581276.01308199996129 1034282.663363,581258.556391 1034264.767922,581199.063316 1034323.11569899995811,581216.520248 1034341.01138399995398,581276.01308199996129 1034282.663363))",13393000180,180
"POLYGON ((581268.891041 1034394.6984399999492,581376.5035699999426 1034289.154173,581321.274969 1034238.272445,581216.520248 1034341.01138399995398,581268.891041 1034394.6984399999492))",13393000190,190
"POLYGON ((581286.347973 1034412.59412499994505,581394.913103 1034306.11474899994209,581376.5035699999426 1034289.154173,581268.891041 1034394.6984399999492,581286.347973 1034412.59412499994505))",13393000200,200
"POLYGON ((581392.879618 1034357.11291699996218,581368.450101 1034332.06934299995191,581286.347973 1034412.59412499994505,581310.787676 1034437.64808399998583,581392.879618 1034357.11291699996218))",13393000210,210
"POLYGON ((581392.879618 1034357.11291699996218,581420.672705 1034329.84689199994318,581394.913103 1034306.11474899994209,581368.450101 1034332.06934299995191,581392.879618 1034357.11291699996218))",13393000220,220
"POLYGON ((581434.96779899997637 1034315.822887,581462.986136 1034288.33588399994187,581395.519102 1034219.756195,581364.12027499999385 1034250.5515519999899,581434.96779899997637 1034315.822887))",13393000230,230
"POLYGON ((581303.44541599997319 1034010.65453399997205,581283.97426 1033994.73609899997246,581188.296407 1034088.56623899994884,581206.70587199996226 1034105.52675199997611,581303.44541599997319 1034010.65453399997205))",13393000340,340
"POLYGON ((581188.296407 1034088.56623899994884,581283.97426 1033994.73609899997246,581225.560791 1033946.98079399997368,581133.06802 1034037.684708,581188.296407 1034088.56623899994884))",13393000350,350
"POLYGON ((581133.06802 1034037.684708,581225.560791 1033946.98079399997368,581192.15401599998586 1033919.66944299999159,581101.485431 1034008.58788699994329,581133.06802 1034037.684708))",13393000360,360
"POLYGON ((581101.485431 1034008.58788699994329,581192.15401599998586 1033919.66944299999159,581147.67616599996109 1033883.30705399997532,581059.4301899999846 1033969.842684,581101.485431 1034008.58788699994329))",13393000370,370
"POLYGON ((581147.67616599996109 1033883.30705399997532,581110.514516 1033852.925945,581024.86178299994208 1033937.995049,581059.4301899999846 1033969.842684,581147.67616599996109 1033883.30705399997532))",13393000380,380
"POLYGON ((581055.216595 1033889.85862299997825,581004.080487 1033840.84854899998754,580951.192337 1033870.12389899999835,581017.396894 1033931.117699,581055.216595 1033889.85862299997825))",13393000400,400
"POLYGON ((581321.274969 1034238.272445,581302.865435 1034221.31186899996828,581258.556391 1034264.767922,581276.01308199996129 1034282.663363,581321.274969 1034238.272445))",13393000410,410
"POLYGON ((580427.495 1033335.037,580529.989 1033270.476,580519.991 1033255.648,580412.744 1033309.503,580411.211 1033310.306,580427.495 1033335.037))",13394000010,10
"POLYGON ((580427.495 1033335.037,580439.591 1033353.405,580540.709 1033286.379,580535.188 1033278.187,580529.989 1033270.476,580427.495 1033335.037))",13394000020,20
"POLYGON ((580439.591 1033353.405,580468.05 1033396.624,580569.922 1033329.714,580540.709 1033286.379,580439.591 1033353.405))",13394000030,30
"POLYGON ((580468.05 1033396.624,580481.323 1033416.78,580583.661 1033350.095,580569.922 1033329.714,580468.05 1033396.624))",13394000040,40
"POLYGON ((580509.644 1033459.79,580523.565 1033480.93,580625.386 1033411.994,580612.072 1033392.241,580509.644 1033459.79))",13394000070,70
"POLYGON ((580626.239 1033636.852,580647.251 1033668.762,580753.22 1033601.629,580731.563 1033569.502,580626.239 1033636.852))",13394000150,150
"POLYGON ((580647.251 1033668.762,580665.058 1033695.804,580770.15 1033626.744,580753.22 1033601.629,580647.251 1033668.762))",13394000160,160
"POLYGON ((580665.058 1033695.804,580680.061 1033718.588,580785.105 1033648.93,580770.15 1033626.744,580665.058 1033695.804))",13394000170,170
"POLYGON ((580680.061 1033718.588,580702.41 1033752.527,580808.241 1033684.69,580787.535 1033652.534,580785.105 1033648.93,580680.061 1033718.588))",13394000180,180
"POLYGON ((580757.688 1033836.474,580793.34 1033890.616,580794.016 1033891.611,580864.788 1033851.737,580902.094 1033830.719,580865.762 1033774.019,580757.688 1033836.474))",13394000220,220
"POLYGON ((580847.498 1033718.176,580859.034 1033736.602,580913.815 1033824.101,580914.809 1033823.555,580938.087 1033810.44,580869.214 1033705.767,580847.498 1033718.176))",13394000230,230
"POLYGON ((580869.214 1033705.767,580938.087 1033810.44,580965.406 1033795.048,580895.539 1033690.725,580869.214 1033705.767))",13394000240,240
"POLYGON ((580810.127 1033658.485,580821.877 1033677.253,580922.454 1033615.049,580908.986 1033594.924,580810.127 1033658.485))",13394000270,270
"POLYGON ((580795.813 1033636.106,580799.337 1033641.251,580810.127 1033658.485,580908.986 1033594.924,580894.39 1033573.113,580795.813 1033636.106))",13394000280,280
"POLYGON ((580780.957 1033614.414,580795.813 1033636.106,580894.39 1033573.113,580880.498 1033552.355,580780.957 1033614.414))",13394000290,290
"POLYGON ((580722.769 1033529.451,580751.245 1033571.029,580850.747 1033507.897,580823.251 1033466.811,580722.769 1033529.451))",13394000320,320
"POLYGON ((580696.575 1033491.204,580722.769 1033529.451,580823.251 1033466.811,580804.762 1033439.183,580796.729 1033427.178,580696.575 1033491.204))",13394000330,330
