WKT,HANDLE,PARCEL
"POLYGON ((566141.402 1029641.86,566170.769 1029810.767,566196.186 1029805.847,566167.652 1029637.741,566141.402 1029641.86))",13792000180,180
"POLYGON ((566301.66028599999845 1029783.965251,566274.651349 1029618.259545,566234.240436 1029624.67506799998228,566261.464456 1029791.61353099998087,566301.66028599999845 1029783.965251))",13792000210,210
"POLYGON ((566375.33839499996975 1029769.94611599994823,566348.723704 1029606.50002599996515,566324.032919 1029610.41986599995289,566350.779025 1029774.619161,566375.33839499996975 1029769.94611599994823))",13792000240,240
"POLYGON ((566405.792014 1029764.1515399999917,566379.34027699998114 1029601.639424999943,566348.723704 1029606.50002599996515,566375.33839499996975 1029769.94611599994823,566405.792014 1029764.1515399999917))",13792000250,250
"POLYGON ((566535.46548699995037 1029739.47786199999973,566509.707621 1029580.942671,566482.053942 1029585.33289099996909,566507.95899299997836 1029744.711672,566535.46548699995037 1029739.47786199999973))",13792000300,300
"POLYGON ((566808.998261 1029687.12325299996883,566763.114757 1029533.902233,566650.580179 1029548.204579,566652.2130399999442 1029557.471826,566601.1969729999546 1029564.139914,566626.826343 1029722.094134,566808.998261 1029687.12325299996883))",13792000342,342
"POLYGON ((566110.89 1029460.028,566138.748 1029625.755,566161.934 1029622.123,566134.875 1029456.799,566110.89 1029460.028))",13792000480,480
"POLYGON ((565963.786 1029479.831,565990.95 1029648.903,566040.022 1029641.217,566012.849 1029473.226,565963.786 1029479.831))",13792000510,510
"POLYGON ((565923.682 1029485.23,565952.109 1029654.986,565990.95 1029648.903,565963.786 1029479.831,565950.719 1029481.591,565923.682 1029485.23))",13792000520,520
"POLYGON ((565631.661 1029521.382,565662.072 1029700.412,565695.959 1029695.105,565666.326 1029517.646,565631.661 1029521.382))",13792000580,580
"POLYGON ((565500.163 1029535.551,565531.35 1029720.886,565564.703 1029715.662,565532.307 1029532.087,565500.163 1029535.551))",13792000610,610
"POLYGON ((566191.169 1030082.518,566244.233 1030245.937,566279.853 1030235.73,566227.575 1030073.738,566191.169 1030082.518))",13793000100,100
"POLYGON ((566481.649 1030012.462,566529.982 1030164.058,566559.949 1030155.471,566512.134 1030005.11,566481.649 1030012.462))",13793000190,190
"POLYGON ((566831.427 1029928.105,566874.293 1030065.399,566918.425 1030052.547,566878.25 1029916.812,566831.427 1029928.105))",13793000290,290
"POLYGON ((566510.245 1029805.996,566543.708 1029976.895,566571.114 1029970.322,566592.799 1029965.122,566560.057 1029796.377,566510.245 1029805.996))",13793000390,390
"POLYGON ((566411.413 1029825.081,566446.005 1030000.328,566478.112 1029992.627,566478.936 1029992.43,566444.655 1029818.662,566411.413 1029825.081))",13793000430,430
"POLYGON ((566352.116 1029836.531,566387.333 1030014.399,566400.385 1030011.269,566415.48 1030007.648,566380.472 1029831.055,566352.116 1029836.531))",13793000450,450
"POLYGON ((566326.566 1029841.465,566362.127 1030020.444,566387.333 1030014.399,566352.116 1029836.531,566326.566 1029841.465))",13793000460,460
"POLYGON ((566299.188 1029846.751,566335.241 1030026.892,566358.831 1030021.235,566362.127 1030020.444,566326.566 1029841.465,566299.188 1029846.751))",13793000470,470
"POLYGON ((566274.023 1029851.611,566310.408 1030032.848,566335.241 1030026.892,566299.188 1029846.751,566274.023 1029851.611))",13793000480,480
"POLYGON ((566249.472 1029856.352,566286.136 1030038.669,566291.666 1030037.343,566310.408 1030032.848,566274.023 1029851.611,566249.472 1029856.352))",13793000490,490
"POLYGON ((566590.956 1030409.975,566651.957 1030583.879,566678.91 1030572.827,566618.456 1030400.607,566590.956 1030409.975))",13794000150,150
"POLYGON ((566618.456 1030400.607,566678.91 1030572.827,566704.758 1030562.228,566644.929 1030391.589,566618.456 1030400.607))",13794000160,160
"POLYGON ((566533.829 1030225.365,566585.039 1030398.399,566609.623 1030390.024,566558.916 1030218.177,566533.829 1030225.365))",13794000430,430
"POLYGON ((566824.731 1030762.969,566900.353 1030887.864,566943.591 1030860.91,566871.172 1030738.388,566824.731 1030762.969))",13795000160,160
"POLYGON ((566767.14 1030601.483,566822.109 1030745.794,566864.435 1030723.45,566811.461 1030583.311,566767.14 1030601.483))",13795000290,290
"POLYGON ((566676.274 1030638.741,566735.263 1030791.642,566778.996 1030768.554,566722.072 1030619.963,566676.274 1030638.741))",13795000310,310
"POLYGON ((566560.806 1030686.086,566624.944 1030849.88,566647.172 1030838.146,566584.055 1030676.553,566560.806 1030686.086))",13795000340,340
"POLYGON ((566290.309 1030796.997,566367.333 1030985.877,566387.214 1030975.381,566311.353 1030788.369,566290.309 1030796.997))",13795000450,450
"POLYGON ((565801.809 1031906.402,565867.517 1032025.702,565889.726 1032013.193,565823.335 1031893.005,565801.809 1031906.402))",13796000050,50
"POLYGON ((565823.335 1031893.005,565889.726 1032013.193,565906.797 1032003.578,565912.3 1032000.478,565845.549 1031879.181,565823.335 1031893.005))",13796000060,60
"POLYGON ((565908.598 1031839.943,565976.995 1031964.038,565999.358 1031951.442,565930.811 1031826.12,565908.598 1031839.943))",13796000100,100
"POLYGON ((566058.348 1031746.749,566130.601 1031877.518,566151.766 1031865.597,566173.275 1031853.482,566100.802 1031720.329,566058.348 1031746.749))",13796000150,150
"POLYGON ((566100.802 1031720.329,566173.275 1031853.482,566195.941 1031840.715,566122.492 1031706.831,566100.802 1031720.329))",13796000160,160
"POLYGON ((566122.492 1031706.831,566195.941 1031840.715,566221.954 1031826.063,566147.762 1031691.104,566122.492 1031706.831))",13796000170,170
"POLYGON ((566147.762 1031691.104,566221.954 1031826.063,566248.324 1031811.21,566173.411 1031675.142,566147.762 1031691.104))",13796000180,180
"POLYGON ((566173.411 1031675.142,566248.324 1031811.21,566261.726 1031803.662,566273.365 1031797.106,566198.79 1031659.348,566173.411 1031675.142))",13796000190,190
"POLYGON ((566292.811 1031600.835,566370.582 1031742.347,566391.771 1031730.412,566329.201 1031616.617,566313.454 1031587.988,566292.811 1031600.835))",13796000240,240
"POLYGON ((566010.89 1031592.219,566092.185 1031708.412,566134.538 1031682.062,566051.623 1031564.263,566010.89 1031592.219))",13796000350,350
"POLYGON ((565947.355 1031635.824,566027.169 1031748.862,566049.142 1031735.192,565968.837 1031621.081,565947.355 1031635.824))",13796000370,370
"POLYGON ((565926.586 1031650.079,566005.552 1031762.311,566027.169 1031748.862,565947.355 1031635.824,565926.586 1031650.079))",13796000380,380
"POLYGON ((565904.529 1031665.216,565982.888 1031776.411,566005.552 1031762.311,565926.586 1031650.079,565904.529 1031665.216))",13796000390,390
"POLYGON ((565627.73 1032047.262,565732.764 1031989.542,565716.387 1031959.562,565614.137 1032023.196,565624.782 1032042.043,565627.73 1032047.262))",13796000500,500
"POLYGON ((566228.16129199997522 1031213.983172,566214.01742199994624 1031193.36883399996441,566065.613444 1031295.232759,566079.757314 1031315.84709699999075,566228.16129199997522 1031213.983172))",13797000180,180
"POLYGON ((565402.04705399996601 1031575.719377,565498.03093699994497 1031510.075671,565479.361385 1031482.8645,565385.619239 1031546.97507399995811,565402.04705399996601 1031575.719377))",13797000500,500
"POLYGON ((565418.474868 1031604.46368,565516.70048899995163 1031537.28684199997224,565498.03093699994497 1031510.075671,565402.04705399996601 1031575.719377,565418.474868 1031604.46368))",13797000510,510
"POLYGON ((565580.661 1030866.461,565711.536 1031052.624,565732.407 1031038.306,565601.533 1030852.146,565580.661 1030866.461))",13798000210,210
"POLYGON ((565611.457 1030544.519,565563.646 1030577.13,565589.757 1030615.043,565625.52 1030666.97,565673.862 1030633.823,565611.457 1030544.519))",13798000340,340
"POLYGON ((565477.425 1030635.94,565608.46 1030824.306,565650.167 1030795.708,565519.186 1030607.456,565477.425 1030635.94))",13798000360,360
"POLYGON ((565149.536 1030859.588,565126.011 1030875.634,565257.684 1031064.826,565281.158 1031048.73,565149.536 1030859.588))",13798000480,480
"POLYGON ((565053.829 1030970.831,565068.069 1030995.764,565158.711 1030944.565,565149.595 1030931.468,565142.554 1030921.351,565053.829 1030970.831))",13798000500,500
"POLYGON ((565068.069 1030995.764,565080.534 1031017.588,565173.036 1030965.148,565164.084 1030952.286,565158.711 1030944.565,565068.069 1030995.764))",13798000510,510
"POLYGON ((565080.534 1031017.588,565095.098 1031043.087,565189.215 1030988.395,565173.036 1030965.148,565080.534 1031017.588))",13798000520,520
"POLYGON ((565095.098 1031043.087,565107.267 1031064.392,565202.949 1031008.128,565189.215 1030988.395,565095.098 1031043.087))",13798000530,530
"POLYGON ((565107.267 1031064.392,565120.535 1031087.623,565218.169 1031029.997,565202.949 1031008.128,565107.267 1031064.392))",13798000540,540
"POLYGON ((565120.535 1031087.623,565133.803 1031110.853,565232.862 1031051.108,565218.169 1031029.997,565120.535 1031087.623))",13798000550,550
"POLYGON ((565133.803 1031110.853,565149.663 1031138.621,565247.344 1031071.916,565232.862 1031051.108,565133.803 1031110.853))",13798000560,560
"POLYGON ((565173.31 1031180.023,565277.764 1031110.386,565261.423 1031085.42,565159.288 1031155.473,565173.31 1031180.023))",13798000570,570
"POLYGON ((565186.881 1031203.785,565195.848 1031219.484,565199.445 1031225.782,565305.575 1031152.874,565291.549 1031131.445,565186.881 1031203.785))",13798000590,590
"POLYGON ((565199.445 1031225.782,565207.58 1031240.025,565213.476 1031250.349,565233.972 1031236.121,565256.122 1031220.745,565276.627 1031206.511,565297.994 1031191.679,565320.671 1031175.938,565305.575 1031152.874,565199.445 1031225.782))",13798000600,600
"POLYGON ((565132.014 1030519.118,565265.569 1030707.817,565286.191 1030693.751,565152.701 1030505.088,565132.014 1030519.118))",13799000070,70
"POLYGON ((565394.692 1030334.498,565411.834 1030359.047,565559.961 1030257.39,565542.773 1030232.828,565394.692 1030334.498))",13799000270,270
"POLYGON ((565218.574 1030156.988,565353.708 1030348.987,565372.657 1030336.129,565372.312 1030335.35,565302.141 1030235.785,565237.509 1030144.079,565218.574 1030156.988))",13799000330,330
"POLYGON ((564938.598 1030349.864,565072.333 1030539.931,565107.361 1030516.16,564973.462 1030325.846,564938.598 1030349.864))",13799000430,430
"POLYGON ((564866.791199999978 1030642.7989,564947.727 1030606.3638,564984.3675 1030581.4991,564993.271 1030593.582,564996.581 1030591.336,564863.176 1030401.822,564766.816 1030468.205,564866.791199999978 1030642.7989))",13799000477,477
"POLYGON ((564881.89 1030669.167,564993.271 1030593.582,564984.3675 1030581.4991,564947.727 1030606.3638,564866.791199999978 1030642.7989,564881.89 1030669.167))",13799000490,490
"POLYGON ((564991.1875 1030614.3125,565077.1875 1030755.625,564967.1875 1030819.8125,565004.3125 1030885.1875,565130.6875 1030798.9375,565102.606 1030762.9841,565076.8125 1030733.0625,565001.3125 1030607.3125,564991.1875 1030614.3125))",13799000550,550
"POLYGON ((564378.671 1030411.749,564390.871 1030433.107,564495.274 1030372.433,564482.921 1030351.033,564378.671 1030411.749))",13801030020,20
"POLYGON ((564390.871 1030433.107,564403.725 1030455.609,564508.294 1030394.989,564495.274 1030372.433,564390.871 1030433.107))",13801030030,30
"POLYGON ((564403.725 1030455.609,564415.922 1030476.962,564520.896 1030416.821,564508.294 1030394.989,564403.725 1030455.609))",13801030040,40
"POLYGON ((564428.82 1030499.542,564441.735 1030522.151,564546.046 1030460.39,564533.382 1030438.451,564428.82 1030499.542))",13801030060,60
"POLYGON ((564441.735 1030522.151,564455.144 1030545.625,564559.028 1030482.88,564546.046 1030460.39,564441.735 1030522.151))",13801030070,70
"POLYGON ((564455.144 1030545.625,564481.224 1030591.281,564492.439 1030583.626,564581.812 1030522.351,564559.028 1030482.88,564455.144 1030545.625))",13801030080,80
"POLYGON ((564482.921 1030351.033,564495.274 1030372.433,564607.434 1030310.044,564593.926 1030286.382,564482.921 1030351.033))",13801030150,150
"POLYGON ((564122.8 1030586.704,564127.568 1030595.033,564138.181 1030613.574,564244.81 1030552.227,564230.375 1030526.312,564122.8 1030586.704))",13801040050,50
"POLYGON ((564201.501 1030724.196,564225.683 1030766.441,564266.569 1030738.614,564325.739 1030697.997,564307.001 1030663.281,564201.501 1030724.196))",13801040100,100
"POLYGON ((564280.904 1030616.941,564295.133 1030642.118,564307.001 1030663.281,564417.13 1030600.042,564393.086 1030557.951,564280.904 1030616.941))",13801040110,110
"POLYGON ((564257.662 1030575.283,564280.904 1030616.941,564393.086 1030557.951,564366.355 1030511.155,564257.662 1030575.283))",13801040120,120
"POLYGON ((564172.123 1030420.64,564187.125 1030447.875,564295.829 1030387.691,564279.431 1030358.986,564197.735 1030405.925,564172.123 1030420.64))",13801040170,170
"POLYGON ((564197.735 1030405.925,564279.431 1030358.986,564249.387 1030306.391,564169.312 1030356.625,564197.735 1030405.925))",13801040180,180
"POLYGON ((564604.153 1030808.349,564620.483 1030837.276,564717.827 1030771.192,564701.138 1030742.416,564604.153 1030808.349))",13802030070,70
"POLYGON ((564620.483 1030837.276,564636.813 1030866.202,564734.446 1030799.846,564717.827 1030771.192,564620.483 1030837.276))",13802030080,80
"POLYGON ((564719.621 1031012.885,564732.251 1031035.258,564784.764 1030999.573,564831.799 1030967.704,564818.875 1030945.42,564719.621 1031012.885))",13802030150,150
"POLYGON ((564747.802 1031062.285,564845.989 1030994.694,564831.799 1030967.704,564784.764 1030999.573,564732.251 1031035.258,564747.802 1031062.285))",13802030165,165
"POLYGON ((564814.42 1030907.208,564829.563 1030933.297,564925.457 1030867.043,564910.517 1030840.877,564814.42 1030907.208))",13802030190,190
"POLYGON ((564706.625 1030721.496,564713.416 1030733.197,564810.69 1030666.046,564803.943 1030654.231,564706.625 1030721.496))",13802030271,271
"POLYGON ((564634.186 1030596.698,564648.939 1030622.114,564746.921 1030554.366,564732.343 1030528.834,564634.186 1030596.698))",13802030310,310
"POLYGON ((564634.186 1030596.698,564732.343 1030528.834,564721.822 1030510.409,564717.171 1030502.298,564618.645 1030569.924,564634.186 1030596.698))",13802030320,320
"POLYGON ((564399.638 1031075.339,564412.066 1031097.408,564510.274 1031030.225,564497.898 1031008.198,564399.638 1031075.339))",13802040110,110
"POLYGON ((564534.79 1031043.918,564558.541 1031086.196,564654.882 1031020.259,564631.04 1030978.026,564534.79 1031043.918))",13802040200,200
"POLYGON ((564510.75 1031001.128,564534.79 1031043.918,564631.04 1030978.026,564606.976 1030935.398,564510.75 1031001.128))",13802040210,210
"POLYGON ((564497.84 1030978.148,564510.75 1031001.128,564606.976 1030935.398,564594.02 1030912.449,564497.84 1030978.148))",13802040220,220
"POLYGON ((564460.192 1030911.134,564484.641 1030954.654,564580.724 1030888.897,564556.232 1030845.512,564460.192 1030911.134))",13802040240,240
"POLYGON ((564436.221 1030868.465,564460.192 1030911.134,564556.232 1030845.512,564553.542 1030840.748,564532.15 1030802.853,564436.221 1030868.465))",13802040250,250
"POLYGON ((564902.183 1031336.288,564925.97 1031378.427,565031.711 1031318.567,565007.83 1031276.444,564902.183 1031336.288))",13803030100,100
"POLYGON ((564925.97 1031378.427,564938.146 1031399.997,565043.9 1031340.066,565031.711 1031318.567,564925.97 1031378.427))",13803030110,110
"POLYGON ((564974.673 1031464.704,564993.59 1031498.215,565099.513 1031438.161,565080.561 1031404.732,564974.673 1031464.704))",13803030150,150
"POLYGON ((564993.59 1031498.215,565013.159 1031532.574,565040.581 1031513.671,565113.657 1031463.108,565099.513 1031438.161,564993.59 1031498.215))",13803030160,160
"POLYGON ((565096.577 1031401.267,565110.977 1031426.625,565126.777 1031454.252,565222.737 1031387.543,565197.366 1031343.122,565096.577 1031401.267))",13803030170,170
"POLYGON ((565083.807 1031378.779,565096.577 1031401.267,565197.366 1031343.122,565184.552 1031320.685,565083.807 1031378.779))",13803030180,180
"POLYGON ((565071.312 1031356.776,565083.807 1031378.779,565184.552 1031320.685,565172.029 1031298.76,565071.312 1031356.776))",13803030190,190
"POLYGON ((565059.135 1031335.333,565071.312 1031356.776,565172.029 1031298.76,565159.784 1031277.32,565059.135 1031335.333))",13803030200,200
"POLYGON ((565034.256 1031291.523,565047.069 1031314.085,565147.649 1031256.075,565134.835 1031233.639,565034.256 1031291.523))",13803030220,220
"POLYGON ((565022.894 1031271.515,565034.256 1031291.523,565134.835 1031233.639,565123.381 1031213.585,565022.894 1031271.515))",13803030230,230
"POLYGON ((565010.262 1031249.27,565022.894 1031271.515,565123.381 1031213.585,565110.679 1031191.344,565010.262 1031249.27))",13803030240,240
"POLYGON ((564997.587 1031226.95,565010.262 1031249.27,565110.679 1031191.344,565097.976 1031169.103,564997.587 1031226.95))",13803030250,250
"POLYGON ((564970.442 1031179.149,564997.587 1031226.95,565097.976 1031169.103,565070.709 1031121.363,564970.442 1031179.149))",13803030261,261
"POLYGON ((564656.187 1031527.965,564668.511 1031549.584,564772.252 1031490.652,564759.951 1031469.144,564656.187 1031527.965))",13803040110,110
"POLYGON ((564797.72 1031505.91,564810.54 1031528.344,564909.899 1031472.013,564897.133 1031449.398,564797.72 1031505.91))",13803040210,210
"POLYGON ((564650.579 1031248.42,564751.401 1031191.235,564727.495 1031149.118,564631.572 1031215.158,564650.579 1031248.42))",13803040335,335
"POLYGON ((565467.111975 1031835.999599999981,565465.344139 1031817.477925,565449.07989099994302 1031788.764266,565340.11508699995466 1031850.24259299994446,565364.7578869999852 1031893.748137,565467.111975 1031835.999599999981))",13804000165,165
"POLYGON ((565449.07989099994302 1031788.764266,565424.437091 1031745.258721,565315.472287 1031806.73704899998847,565340.11508699995466 1031850.24259299994446,565449.07989099994302 1031788.764266))",13804000170,170
"POLYGON ((565350.50869 1031614.742088,565325.865889 1031571.23654399998486,565216.901085 1031632.714871,565241.543886 1031676.22041499998886,565350.50869 1031614.742088))",13804000220,220
"POLYGON ((565325.865889 1031571.23654399998486,565313.54448899999261 1031549.48377199994866,565204.579685 1031610.96209899999667,565216.901085 1031632.714871,565325.865889 1031571.23654399998486))",13804000230,230
"POLYGON ((565167.61548499995843 1031545.70378199999686,565149.451277 1031513.635846,565020.966566 1031601.52252799994312,565032.522419 1031621.92376699997112,565167.61548499995843 1031545.70378199999686))",13804000270,270
"POLYGON ((565192.25828499998897 1031589.20932699996047,565167.61548499995843 1031545.70378199999686,565032.522419 1031621.92376699997112,565057.1652189999586 1031665.429312,565192.25828499998897 1031589.20932699996047))",13804000280,280
"POLYGON ((565241.543886 1031676.22041499998886,565216.901085 1031632.714871,565081.80801899998914 1031708.934856,565106.45082 1031752.44040099997073,565241.543886 1031676.22041499998886))",13804000300,300
"POLYGON ((565364.7578869999852 1031893.748137,565340.11508699995466 1031850.24259299994446,565205.022021 1031926.462578,565229.66482099995483 1031969.96812199999113,565364.7578869999852 1031893.748137))",13804000350,350
"POLYGON ((565242.881532 1031993.30151799996383,565218.23873199999798 1031949.795973,565083.1456659999676 1032026.01595799997449,565107.78846599999815 1032069.521503,565242.881532 1031993.30151799996383))",13804000370,370
"POLYGON ((565218.23873199999798 1031949.795973,565193.59593099995982 1031906.290429,565058.502865 1031982.510414,565083.1456659999676 1032026.01595799997449,565218.23873199999798 1031949.795973))",13804000380,380
"POLYGON ((565042.2891369999852 1031639.166387,565020.966566 1031601.52252799994312,564892.481855 1031689.40921099996194,564907.19607099995483 1031715.38637199997902,565042.2891369999852 1031639.166387))",13804000450,450
"POLYGON ((564133.043 1031833.501,564145.999 1031856.366,564257.001 1031792.5,564244.018 1031769.776,564133.043 1031833.501))",13806070070,70
"POLYGON ((564169.513 1031639.619,564182.059 1031662.013,564195.837 1031685.549,564299.544 1031627.37,564275.958 1031585.016,564169.513 1031639.619))",13806070335,335
"POLYGON ((564146.858 1031598.779,564159.511 1031621.074,564263.612 1031562.847,564251.116 1031540.407,564146.858 1031598.779))",13806070350,350
"POLYGON ((564277.462 1031484.95,564376.671 1031428.045,564361.477 1031401.266,564308.946 1031437.316,564267.018 1031466.196,564277.462 1031484.95))",13806080010,10
"POLYGON ((564391.483 1031689.697,564403.572 1031711.405,564504.598 1031653.516,564492.333 1031631.899,564391.483 1031689.697))",13806080110,110
"POLYGON ((564409.233 1031454.491,564421.652 1031476.377,564524.086 1031417.424,564511.606 1031395.537,564409.233 1031454.491))",13806080310,310
"POLYGON ((563656.109799999977 1032205.910599999945,563760.1269 1032147.528199999942,563741.7318 1032114.85,563637.714599999948 1032173.232399999979,563656.109799999977 1032205.910599999945))",13806090025,25
"POLYGON ((563674.505 1032238.588899999973,563778.522099999944 1032180.206499999971,563760.1269 1032147.528199999942,563656.109799999977 1032205.910599999945,563674.505 1032238.588899999973))",13806090035,35
"POLYGON ((563711.295399999944 1032303.9453,563815.3125 1032245.5629,563803.049099999946 1032223.7774,563699.031899999944 1032282.1599,563711.295399999944 1032303.9453))",13806090060,60
"POLYGON ((563723.558899999945 1032325.7308,563827.576 1032267.3484,563815.3125 1032245.5629,563711.295399999944 1032303.9453,563723.558899999945 1032325.7308))",13806090070,70
"POLYGON ((563688.9231 1032000.725,563793.2868 1031942.612899999949,563781.038 1031920.8536,563676.6596 1031978.939499999979,563688.9231 1032000.725))",13806090200,200
"POLYGON ((563886.502499999944 1032006.6426,563989.9856 1031948.6115,563977.7221 1031926.826,563874.239 1031984.8571,563886.502499999944 1032006.6426))",13806100060,60
"POLYGON ((563898.7659 1032028.428,564002.249 1031970.397,563989.9856 1031948.6115,563886.502499999944 1032006.6426,563898.7659 1032028.428))",13806100070,70
"POLYGON ((563923.2928 1032071.999,564026.7759 1032013.968,564002.249 1031970.397,563898.7659 1032028.428,563923.2928 1032071.999))",13806100080,80
"POLYGON ((563988.1591 1031920.9915,564091.544699999969 1031862.990499999956,564079.2813 1031841.205,563975.8956 1031899.206,563988.1591 1031920.9915))",13806100180,180
"POLYGON ((563914.6175 1031790.348299999954,564017.964 1031732.277499999967,563998.342399999965 1031697.4207,563895.638599999947 1031756.633099999977,563914.6175 1031790.348299999954))",13806100230,230
"POLYGON ((563780.25 1031207.682,563792.86 1031230.128,563891.349 1031176.576,563878.787 1031154.202,563780.25 1031207.682))",13807070020,20
"POLYGON ((563854.704 1031340.207,563887.818 1031399.151,563986.27 1031345.648,563953.214 1031286.77,563854.704 1031340.207))",13807070070,70
"POLYGON ((563989.434 1031318.189,564001.889 1031340.332,564106.56 1031284.333,564094.086 1031262.318,563989.434 1031318.189))",13807070220,220
"POLYGON ((563977.677 1031297.287,563989.434 1031318.189,564094.086 1031262.318,564082.219 1031241.376,563977.677 1031297.287))",13807070230,230
"POLYGON ((563965.469 1031275.583,563977.677 1031297.287,564082.219 1031241.376,564069.967 1031219.752,563965.469 1031275.583))",13807070240,240
"POLYGON ((563941.092 1031232.246,563953.259 1031253.877,564057.673 1031198.055,564045.447 1031176.478,563941.092 1031232.246))",13807070260,260
"POLYGON ((563928.458 1031209.785,563941.092 1031232.246,564045.447 1031176.478,564032.767 1031154.099,563928.458 1031209.785))",13807070270,270
"POLYGON ((563916.181 1031187.958,563928.458 1031209.785,564032.767 1031154.099,564020.404 1031132.28,563916.181 1031187.958))",13807070280,280
"POLYGON ((563904.424 1031167.057,563916.181 1031187.958,564020.404 1031132.28,564008.606 1031111.458,563904.424 1031167.057))",13807070290,290
"POLYGON ((563892.325 1031145.547,563904.424 1031167.057,564008.606 1031111.458,563996.423 1031089.956,563892.325 1031145.547))",13807070300,300
"POLYGON ((563880.747 1031124.963,563892.325 1031145.547,563996.423 1031089.956,563984.736 1031069.331,563880.747 1031124.963))",13807070310,310
"POLYGON ((563880.747 1031124.963,563984.736 1031069.331,563973.081 1031048.762,563958.376 1031022.817,563925.122 1031045.624,563860.901 1031089.669,563861.237 1031090.278,563880.747 1031124.963))",13807070320,320
"POLYGON ((564075.957 1031128.899,564088.03 1031150.206,564190.252 1031093.249,564180.413 1031075.543,564178.375 1031071.875,564075.957 1031128.899))",13807080050,50
"POLYGON ((564100.89 1031172.902,564113.211 1031194.647,564215.053 1031137.88,564202.931 1031116.066,564100.89 1031172.902))",13807080070,70
"POLYGON ((564113.211 1031194.647,564125.575 1031216.466,564227.243 1031159.816,564215.053 1031137.88,564113.211 1031194.647))",13807080080,80
"POLYGON ((564125.575 1031216.466,564138.324 1031238.967,564239.813 1031182.437,564238.344 1031179.794,564227.243 1031159.816,564125.575 1031216.466))",13807080090,90
"POLYGON ((564138.324 1031238.967,564150.438 1031260.347,564251.731 1031203.885,564240.412 1031183.516,564239.813 1031182.437,564138.324 1031238.967))",13807080100,100
"POLYGON ((564150.438 1031260.347,564163.616 1031283.603,564264.75 1031227.312,564251.731 1031203.885,564150.438 1031260.347))",13807080110,110
"POLYGON ((564163.616 1031283.603,564175.799 1031305.105,564276.736 1031248.883,564266.692 1031230.808,564264.75 1031227.312,564163.616 1031283.603))",13807080120,120
"POLYGON ((564175.799 1031305.105,564190.563 1031331.16,564291.317 1031275.122,564287.473 1031268.204,564276.736 1031248.883,564175.799 1031305.105))",13807080130,130
"POLYGON ((564237.822 1031147.586,564249.905 1031169.324,564352.386 1031113.709,564340.178 1031092.032,564237.822 1031147.586))",13807080220,220
"POLYGON ((564225.629 1031125.651,564237.822 1031147.586,564340.178 1031092.032,564327.902 1031070.235,564225.629 1031125.651))",13807080230,230
"POLYGON ((564213.818 1031104.401,564225.629 1031125.651,564327.902 1031070.235,564315.942 1031048.998,564213.818 1031104.401))",13807080240,240
"POLYGON ((564201.38 1031082.025,564213.818 1031104.401,564315.942 1031048.998,564303.376 1031026.687,564201.38 1031082.025))",13807080250,250
"POLYGON ((563309.781 1031599.717,563321.547 1031620.611,563420.388 1031562.962,563408.482 1031542.193,563309.781 1031599.717))",13807090040,40
"POLYGON ((563321.547 1031620.611,563333.409 1031641.673,563432.447 1031584.0,563420.388 1031562.962,563321.547 1031620.611))",13807090050,50
"POLYGON ((563333.409 1031641.673,563357.531 1031684.506,563456.817 1031626.511,563432.447 1031584.0,563333.409 1031641.673))",13807090060,60
"POLYGON ((563407.696 1031773.584,563423.661 1031801.932,563523.881 1031743.502,563507.699 1031715.275,563407.696 1031773.584))",13807090110,110
"POLYGON ((563422.366 1031531.407,563434.554 1031552.657,563537.192 1031492.887,563525.11 1031471.471,563422.366 1031531.407))",13807090260,260
"POLYGON ((563410.498 1031510.715,563422.366 1031531.407,563525.11 1031471.471,563513.439 1031450.784,563410.498 1031510.715))",13807090270,270
"POLYGON ((563516.152 1031353.833,563530.494 1031379.254,563631.616 1031325.448,563617.361 1031300.075,563516.152 1031353.833))",13807100020,20
"POLYGON ((563554.187 1031421.252,563566.453 1031442.994,563667.498 1031389.317,563655.245 1031367.507,563554.187 1031421.252))",13807100040,40
"POLYGON ((563578.718 1031464.735,563603.112 1031507.975,563704.011 1031454.31,563679.683 1031411.007,563578.718 1031464.735))",13807100060,60
"POLYGON ((563603.112 1031507.975,563615.942 1031530.717,563716.827 1031477.121,563704.011 1031454.31,563603.112 1031507.975))",13807100070,70
"POLYGON ((563615.942 1031530.717,563628.207 1031552.458,563729.012 1031498.809,563716.827 1031477.121,563615.942 1031530.717))",13807100080,80
"POLYGON ((563628.207 1031552.458,563645.34 1031582.828,563746.077 1031529.184,563729.012 1031498.809,563628.207 1031552.458))",13807100090,90
"POLYGON ((563686.135 1031378.874,563698.369 1031400.661,563800.049 1031345.004,563787.779 1031323.167,563686.135 1031378.874))",13807100250,250
"POLYGON ((563649.351 1031313.364,563661.873 1031335.665,563763.503 1031279.96,563750.987 1031257.685,563649.351 1031313.364))",13807100270,270
"POLYGON ((563632.733 1031283.77,563649.351 1031313.364,563750.987 1031257.685,563734.4 1031228.163,563632.733 1031283.77))",13807100280,280
"POLYGON ((563632.733 1031283.77,563734.4 1031228.163,563723.089 1031208.031,563713.094 1031191.059,563650.498 1031233.984,563617.599 1031256.819,563632.733 1031283.77))",13807100290,290
"POLYGON ((563272.577 1031268.757,563288.209 1031296.28,563391.291 1031233.305,563375.795 1031205.491,563272.577 1031268.757))",13808040150,150
