WKT,HANDLE,PARCEL,PARCELID
"POLYGON ((-90.241487844966358 38.672978035527279,-90.241280324004066 38.673276026931035,-90.241234819882393 38.673255542793783,-90.241200737281886 38.673240196942366,-90.241407778892636 38.672942122235931,-90.241487844966358 38.672978035527279))",14408020250,250,44080202500
"POLYGON ((-90.241562574545767 38.673011553454039,-90.241354714127823 38.673309516775696,-90.241280324004066 38.673276026931035,-90.241487844966358 38.672978035527279,-90.241562574545767 38.673011553454039))",14408020260,260,44080202600
"POLYGON ((-90.241675149899933 38.673062045503919,-90.24146757238411 38.673360325433386,-90.241354714127823 38.673309516775696,-90.241562574545767 38.673011553454039,-90.241613800139177 38.673034529733876,-90.241675149899933 38.673062045503919))",14408020270,270,44080202700
"POLYGON ((-90.240717651270771 38.674069595511902,-90.240502732608775 38.674378333038469,-90.24042262196977 38.674342825378069,-90.240637266677567 38.674034356487965,-90.240717651270771 38.674069595511902))",14408110120,120,44081101200
"POLYGON ((-90.240637266677567 38.674034356487965,-90.24042262196977 38.674342825378069,-90.240329774597541 38.674301668346629,-90.240320244705345 38.674297445825317,-90.240533496006819 38.673988864179243,-90.240637266677567 38.674034356487965))",14408110130,130,44081101300
"POLYGON ((-90.240562752817013 38.673571339520855,-90.240359344507127 38.67385995832278,-90.240330027163651 38.673847085941659,-90.240281558973223 38.673825803998497,-90.240484094551945 38.673536425509191,-90.240562752817013 38.673571339520855))",14408110200,200,44081102000
"POLYGON ((-90.240638137811601 38.673604799084814,-90.240434947834714 38.673893154893968,-90.240359344507127 38.67385995832278,-90.240562752817013 38.673571339520855,-90.24061329041011 38.673593771010097,-90.240638137811601 38.673604799084814))",14408110210,210,44081102100
"POLYGON ((-90.241100531625335 38.673810039999879,-90.240898092283359 38.674096522804838,-90.240821991915993 38.674063108499006,-90.241025555378044 38.673776760128931,-90.241100531625335 38.673810039999879))",14408110270,270,44081102700
"POLYGON ((-90.241174731576294 38.673842972110236,-90.240971709663611 38.674128846896195,-90.240967061795118 38.674126807316284,-90.240898092283359 38.674096522804838,-90.241100531625335 38.673810039999879,-90.241143648515191 38.673829176122148,-90.241174731576294 38.673842972110236))",14408110280,280,44081102800
"POLYGON ((-90.241255614729468 38.6738788736426,-90.241052779784269 38.67416444418518,-90.240971709663611 38.674128846896195,-90.241174731576294 38.673842972110236,-90.241255614729468 38.6738788736426))",14408110290,290,44081102900
"POLYGON ((-90.241405899959716 38.673945579313923,-90.241202567892131 38.674230215393898,-90.241070482960055 38.674172216084926,-90.241052779784269 38.67416444418518,-90.241255614729468 38.6738788736426,-90.241405899959716 38.673945579313923))",14408110300,300,44081103000
"POLYGON ((-90.241711570213496 38.674081250303352,-90.241508677868438 38.674364624758198,-90.241441050852671 38.674334931176283,-90.241643825630661 38.674051183130423,-90.241666840810808 38.674061396872183,-90.241711570213496 38.674081250303352))",14408110330,330,44081103300
"POLYGON ((-90.236296122111071 38.67104767295627,-90.236511390016318 38.670748786856556,-90.236601029377042 38.670788131451715,-90.236385761728343 38.671087017718044,-90.236296122111071 38.67104767295627))",14409010180,180,44090101800
"POLYGON ((-90.239721469320941 38.672549828156065,-90.239941140733748 38.672241855863533,-90.239987015812531 38.672261934651438,-90.240085822284357 38.67212341000716,-90.240109648805486 38.672118137206546,-90.240234937273769 38.672173163855724,-90.239908028630921 38.672631482115428,-90.239721469320941 38.672549828156065))",14409020050,50,44090200500
"POLYGON ((-90.239568552169501 38.672482898460053,-90.239788224029809 38.672174926450019,-90.239941140733748 38.672241855863533,-90.239721469320941 38.672549828156065,-90.239568552169501 38.672482898460053))",14409020060,60,44090200600
"POLYGON ((-90.239458451995375 38.672434708953311,-90.23966957554542 38.672138720009876,-90.239693414660096 38.672133429608273,-90.239788224029809 38.672174926450019,-90.239568552169501 38.672482898460053,-90.239458451995375 38.672434708953311))",14409020070,70,44090200700
"POLYGON ((-90.239517437720977 38.671789385231435,-90.239790954821558 38.671405917734937,-90.239943700246386 38.671473084805456,-90.239670183616681 38.671856552771835,-90.239517437720977 38.671789385231435))",14409020240,240,44090202400
"POLYGON ((-90.240336975046475 38.672170766428749,-90.240621961339897 38.67177121567989,-90.240885340985415 38.67188582126014,-90.240748480337416 38.672077701990794,-90.240702621922921 38.672057600002525,-90.240562485312026 38.672254072266981,-90.24053865879597 38.672259345167944,-90.240336975046475 38.672170766428749))",14409020300,300,44090203000
"POLYGON ((-90.240667280686722 38.672191544581288,-90.240714291040959 38.672125635721081,-90.240738124519922 38.672120352952732,-90.240985759553595 38.672228902976173,-90.24093020217471 38.672306795439596,-90.240667280686722 38.672191544581288))",14409020340,340,44090203400
"POLYGON ((-90.236751760279915 38.672739759802909,-90.237093055961836 38.672261307320923,-90.237184768744896 38.672301517304099,-90.236843468078476 38.672779977640417,-90.236751760279915 38.672739759802909))",14410010090,90,44100100900
"POLYGON ((-90.236568344995092 38.672659323912484,-90.236909630700993 38.672180887136378,-90.237001343278209 38.67222109726594,-90.236660052587794 38.6726995418936,-90.236568344995092 38.672659323912484))",14410010110,110,44100101100
"POLYGON ((-90.237804481777673 38.6724173054617,-90.237865171224115 38.672332224523416,-90.238241142211066 38.672497235715355,-90.238180531718896 38.672582351298914,-90.237804481777673 38.6724173054617))",14410010340,340,44100103400
"POLYGON ((-90.237745405631216 38.672500124482312,-90.237804481777673 38.6724173054617,-90.238180531718896 38.672582351298914,-90.238121628429241 38.672665069225452,-90.237745405631216 38.672500124482312))",14410010350,350,44100103500
"POLYGON ((-90.237938528022781 38.673260200334603,-90.238013651936555 38.673154705130699,-90.238380898968245 38.673315232113318,-90.238305677914539 38.673420684839144,-90.237938528022781 38.673260200334603))",14410020090,90,44100200900
"POLYGON ((-90.239574212840367 38.673723996466776,-90.239642594290771 38.673628129636178,-90.239905890442714 38.673742863853384,-90.23983750922217 38.673838730828621,-90.239574212840367 38.673723996466776))",14410020340,340,44100203400
"POLYGON ((-90.239437639422874 38.673915463590902,-90.23950583121055 38.673819863252426,-90.239769127818704 38.673934597761651,-90.239700746228763 38.674030464652418,-90.239437639422874 38.673915463590902))",14410020360,360,44100203600
"POLYGON ((-90.236093869173416 38.673908586586329,-90.235908983322901 38.674162717768617,-90.235828274321463 38.674126774495996,-90.235798979341823 38.674113728037987,-90.235983273964152 38.673860416720032,-90.236093869173416 38.673908586586329))",14411010040,40,44110100400
"POLYGON ((-90.235983273964152 38.673860416720032,-90.235798979341823 38.674113728037987,-90.235730646577977 38.674083296392766,-90.23591461015944 38.673830511648951,-90.235937855964906 38.673840636424515,-90.235983273964152 38.673860416720032))",14411010050,50,44110100500
"POLYGON ((-90.235830443403913 38.673793852085844,-90.235647241527232 38.674046149652376,-90.235501798702415 38.673981375229687,-90.235683617785583 38.673729901274704,-90.23579373697477 38.673777864400314,-90.235830443403913 38.673793852085844))",14411010070,70,44110100700
"POLYGON ((-90.235122002243926 38.673104791517765,-90.234934068981048 38.673363294017399,-90.234925252590045 38.673359479077781,-90.234877788856593 38.673338946820962,-90.23506592864446 38.673080519020743,-90.235122002243926 38.673104791517765))",14411010280,280,44110102800
"POLYGON ((-90.235632324786579 38.67332569675834,-90.235447157014789 38.67357835752437,-90.235430580539784 38.673571114551613,-90.235370898268243 38.673545035420894,-90.235555757321194 38.673292552558749,-90.235632324786579 38.67332569675834))",14411010340,340,44110103400
"POLYGON ((-90.236922161323548 38.673958615982635,-90.236905956036296 38.673980925738547,-90.236835920787613 38.674077339050676,-90.236461607628016 38.673915180293811,-90.236491689177157 38.673874345013928,-90.236549035881552 38.673796498628889,-90.236922161323548 38.673958615982635))",14411010460,460,44110104600
"POLYGON ((-90.236575702974804 38.674435559799065,-90.236200890530853 38.674269283764197,-90.236283764920458 38.674156606122629,-90.23666007667444 38.674319409763669,-90.236575702974804 38.674435559799065))",14411010490,490,44110104900
"POLYGON ((-90.235856226552187 38.672933759423479,-90.235671986389448 38.673186128854624,-90.235630257980191 38.673168067525765,-90.235568141013061 38.673141183902125,-90.235750875716604 38.672886784721605,-90.235856226552187 38.672933759423479))",14411020100,100,44110201000
"POLYGON ((-90.235509780166339 38.672781699916989,-90.235324671205774 38.673035774801093,-90.235232454398627 38.672995848075466,-90.235417098692409 38.672741508671038,-90.235509780166339 38.672781699916989))",14411020130,130,44110201300
"POLYGON ((-90.23532897409001 38.672703296538579,-90.23514428042418 38.672957668644131,-90.235079485036806 38.672929614395457,-90.234970261834718 38.672882325384364,-90.23515527808793 38.672627976251896,-90.23532897409001 38.672703296538579))",14411020150,150,44110201500
"POLYGON ((-90.234817845881366 38.672700700454392,-90.234806928740923 38.672715605210911,-90.234789942197338 38.672738799833965,-90.234463499026361 38.672598255268426,-90.234480647427119 38.672574882575965,-90.23449132160475 38.67256033426645,-90.234817845881366 38.672700700454392))",14411020185,185,44110201850
"POLYGON ((-90.234855589356684 38.672649173910486,-90.234817845881366 38.672700700454392,-90.23449132160475 38.67256033426645,-90.234527449048457 38.672511086010161,-90.234855589356684 38.672649173910486))",14411020190,190,44110201900
"POLYGON ((-90.234888991984647 38.672603574170864,-90.234855589356684 38.672649173910486,-90.234527449048457 38.672511086010161,-90.23453226510992 38.672504517742368,-90.234562604786333 38.672463161811237,-90.234888991984647 38.672603574170864))",14411020195,195,44110201950
"POLYGON ((-90.234888991984647 38.672603574170864,-90.234562604786333 38.672463161811237,-90.234613916008101 38.672393219114618,-90.234939616907226 38.672534456295082,-90.234888991984647 38.672603574170864))",14411020200,200,44110202000
"POLYGON ((-90.235415435282093 38.675484973140406,-90.235607187433459 38.675217533410141,-90.235683590070025 38.675251080683203,-90.235491852544939 38.675518500330419,-90.235415435282093 38.675484973140406))",14412030040,40,44120300400
"POLYGON ((-90.235339018087259 38.675451445900528,-90.23553078486843 38.675183986087241,-90.235607187433459 38.675217533410141,-90.235415435282093 38.675484973140406,-90.235339018087259 38.675451445900528))",14412030050,50,44120300500
"POLYGON ((-90.234316702859019 38.674166308032845,-90.234592888084606 38.673780750995881,-90.234707489064618 38.673831072883452,-90.234431318552907 38.674216610190257,-90.234316702859019 38.674166308032845))",14412030400,400,44120304000
"POLYGON ((-90.235148089848721 38.674618036261769,-90.23547149971121 38.674166549267355,-90.235547901169284 38.674200096633555,-90.235224501157859 38.674651570500529,-90.235148089848721 38.674618036261769))",14412030510,510,44120305100
"POLYGON ((-90.235530864611121 38.674865525449377,-90.235897056745046 38.674353407454731,-90.236025564710161 38.674409833625205,-90.235658647112501 38.67492158883978,-90.235530864611121 38.674865525449377))",14412030550,550,44120305500
"POLYGON ((-90.235745318378818 38.674884770429266,-90.235813968725182 38.674789021328976,-90.236211261283728 38.674963465880133,-90.236142611276449 38.675059215201024,-90.235745318378818 38.674884770429266))",14412030610,610,44120306100
"POLYGON ((-90.235570259167034 38.675128930435548,-90.235611449677535 38.675071481048334,-90.236008743235303 38.675245926255172,-90.235967552930333 38.675303375775854,-90.235570259167034 38.675128930435548))",14412030650,650,44120306500
"POLYGON ((-90.23388694016954 38.674219609833905,-90.233841009981887 38.674199457305605,-90.233899793880838 38.674117395866944,-90.233945735839953 38.674137558973861,-90.233929204392354 38.674160629051762,-90.234723233440135 38.674510118880413,-90.234681569993526 38.674568260435187,-90.23388694016954 38.674219609833905))",14412030700,700,44120307000
"POLYGON ((-90.233929204392354 38.674160629051762,-90.233945735839953 38.674137558973861,-90.233899793880838 38.674117395866944,-90.233925520146414 38.674081482321789,-90.233971468549086 38.674101648253497,-90.235224501157859 38.674651570500529,-90.235181380668422 38.67471176719588,-90.233929204392354 38.674160629051762))",14412030710,710,44120307100
"POLYGON ((-90.234001930311308 38.674115017360883,-90.234049266877335 38.674048935901538,-90.235195425963227 38.674551954460341,-90.235148089848721 38.674618036261769,-90.234001930311308 38.674115017360883))",14412030720,720,44120307200
"POLYGON ((-90.235269956565801 38.674750752538998,-90.235313138365072 38.674690470156897,-90.235574135533483 38.674805011709033,-90.235530864611121 38.674865525449377,-90.235269956565801 38.674750752538998))",14412030740,740,44120307400
"POLYGON ((-90.236332671104208 38.675886984392001,-90.236463957964304 38.675703873579756,-90.236871749003811 38.675882919484472,-90.236739949610254 38.676065501758011,-90.236332671104208 38.675886984392001))",14412040100,100,44120401000
"POLYGON ((-90.236932984881477 38.674965627996293,-90.236535690688285 38.674791185953701,-90.236621502193017 38.674671498999807,-90.237018795936137 38.674845940752881,-90.236932984881477 38.674965627996293))",14412040250,250,44120402500
"POLYGON ((-90.235983010559465 38.676637301341295,-90.236156477303993 38.676395218358365,-90.236243601209978 38.676433429382051,-90.236070133883544 38.676675513592677,-90.235983010559465 38.676637301341295))",14413000030,30,44130000300
"POLYGON ((-90.235721641148203 38.67652266420383,-90.235895106143559 38.676280584898464,-90.235982229770784 38.676318796116576,-90.235808764193536 38.676560876649631,-90.235721641148203 38.67652266420383))",14413000060,60,44130000600
"POLYGON ((-90.234061582791497 38.67579453716732,-90.234235036674264 38.675552481202956,-90.23431145934795 38.675586000901994,-90.234138004957259 38.675828057941189,-90.234061582791497 38.67579453716732))",14413000250,250,44130002500
"POLYGON ((-90.233838430481725 38.675696656220481,-90.234011882865531 38.675454603394826,-90.234082191534384 38.675485441655276,-90.233908738677982 38.675727495469978,-90.233838430481725 38.675696656220481))",14413000270,270,44130002700
"POLYGON ((-90.233747243897497 38.675656658994193,-90.233920695673447 38.675414607451543,-90.234011882865531 38.675454603394826,-90.233838430481725 38.675696656220481,-90.233747243897497 38.675656658994193))",14413000280,280,44130002800
"POLYGON ((-90.233594400368659 38.675589616886654,-90.233767851121755 38.67534756749091,-90.233920695673447 38.675414607451543,-90.233747243897497 38.675656658994193,-90.233594400368659 38.675589616886654))",14413000290,290,44130002900
"POLYGON ((-90.233505751253389 38.675550732370915,-90.233679201413935 38.675308684224291,-90.233767851121755 38.67534756749091,-90.233594400368659 38.675589616886654,-90.233505751253389 38.675550732370915))",14413000300,300,44130003000
"POLYGON ((-90.233417102237851 38.67551184779083,-90.233590551802308 38.675269800890554,-90.233679201413935 38.675308684224291,-90.233505751253389 38.675550732370915,-90.233417102237851 38.67551184779083))",14413000310,310,44130003100
"POLYGON ((-90.233249219599287 38.675438208253432,-90.233422668041541 38.675196163714119,-90.233590551802308 38.675269800890554,-90.233417102237851 38.67551184779083,-90.233249219599287 38.675438208253432))",14413000320,320,44130003200
"POLYGON ((-90.233111661251286 38.675377869781833,-90.233285108772947 38.675135827174991,-90.233422668041541 38.675196163714119,-90.233249219599287 38.675438208253432,-90.233111661251286 38.675377869781833))",14413000330,330,44130003300
"POLYGON ((-90.232933355410523 38.675299657469878,-90.233106801735275 38.675057617370939,-90.233208687055978 38.675102306806281,-90.233035240049276 38.67534434833555,-90.232933355410523 38.675299657469878))",14413000350,350,44130003500
"POLYGON ((-90.232673134562134 38.675102129164138,-90.232718768470633 38.675038448595323,-90.233024454574903 38.675172531054002,-90.232978818097209 38.675236215587525,-90.232673134562134 38.675102129164138))",14413000365,365,44130003650
"POLYGON ((-90.232957403964605 38.674705438730143,-90.233000292918447 38.674645587882218,-90.233305980617772 38.674779665774714,-90.233263091837188 38.674839516736725,-90.232957403964605 38.674705438730143))",14413000420,420,44130004207
"POLYGON ((-90.233132535205471 38.675021706783262,-90.233305980617772 38.674779665774714,-90.23340786658224 38.674824353760194,-90.233234420491513 38.675066396196335,-90.233132535205471 38.675021706783262))",14413000430,430,44130004300
"POLYGON ((-90.233234420491513 38.675066396196335,-90.23340786658224 38.674824353760194,-90.233484288781128 38.674857873042868,-90.23331084218249 38.675099916548341,-90.233234420491513 38.675066396196335))",14413000440,440,44130004400
"POLYGON ((-90.23331084218249 38.675099916548341,-90.233484288781128 38.674857873042868,-90.233560711048 38.674891392275669,-90.233387263944962 38.675133436850501,-90.23331084218249 38.675099916548341))",14413000450,450,44130004500
"POLYGON ((-90.233387263944962 38.675133436850501,-90.233560711048 38.674891392275669,-90.233637133389877 38.674924911458618,-90.233463685778929 38.675166957102775,-90.233387263944962 38.675133436850501))",14413000460,460,44130004600
"POLYGON ((-90.233872146402646 38.675346115303213,-90.234045596735641 38.675104063939067,-90.234124189936111 38.67513853474042,-90.233950739082601 38.675380587207265,-90.233872146402646 38.675346115303213))",14413000510,510,44130005100
"POLYGON ((-90.234785550251317 38.675746742321081,-90.234959006659111 38.675504678163051,-90.235043072679474 38.675541548258479,-90.234869615710906 38.675783613593076,-90.234785550251317 38.675746742321081))",14413000630,630,44130006300
"POLYGON ((-90.233056113684839 38.674988186314906,-90.23310003411278 38.67492689613897,-90.233176456282663 38.674960415624817,-90.233132535205471 38.675021706783262,-90.233056113684839 38.674988186314906))",14413000850,850,44130008500
"POLYGON ((-90.239910372526211 38.677343266871411,-90.239653696362581 38.677702868279049,-90.239557332894037 38.677660392984855,-90.239814348712414 38.67730091885803,-90.239910372526211 38.677343266871411))",14414040440,440,44140404400
"POLYGON ((-90.235215373328273 38.679106238819159,-90.23496885810448 38.679445857066597,-90.234880181798047 38.679406904719549,-90.235126263084609 38.679068191825671,-90.235215373328273 38.679106238819159))",14415070110,110,44150701100
"POLYGON ((-90.236990681737595 38.679732900528769,-90.236663635073654 38.680190151592917,-90.236564299701257 38.680146645644101,-90.236891728367098 38.67968946711202,-90.236990681737595 38.679732900528769))",14415090100,100,44150901000
"POLYGON ((-90.236891728367098 38.67968946711202,-90.236564299701257 38.680146645644101,-90.236446333427139 38.680094977745441,-90.236686902631945 38.679763001357315,-90.236697599225238 38.679748244225756,-90.236710862585355 38.679729942414667,-90.236776760323394 38.679639003540942,-90.236891728367098 38.67968946711202))",14415090110,110,44150901100
"POLYGON ((-90.236710862585355 38.679729942414667,-90.236697599225238 38.679748244225756,-90.236686902631945 38.679763001357315,-90.236599831516529 38.679724430135707,-90.236506069993339 38.679682894587032,-90.236515764314561 38.67966920336918,-90.236529082119333 38.679650393705444,-90.236710862585355 38.679729942414667))",14415090140,140,44150901400
"POLYGON ((-90.236776760323394 38.679639003540942,-90.236710862585355 38.679729942414667,-90.236529082119333 38.679650393705444,-90.23659396664209 38.679558768905821,-90.236776760323394 38.679639003540942))",14415090145,145,44150901450
"POLYGON ((-90.232335776280024 38.678285849909216,-90.232679908401849 38.677807505433741,-90.232786644596615 38.677854793896195,-90.232442513729893 38.678333137614473,-90.232335776280024 38.678285849909216))",14416050080,80,44160500800
"POLYGON ((-90.231269693073003 38.67705654187391,-90.231355729398572 38.6769369530342,-90.231813159251715 38.677139626103113,-90.231727123440876 38.67725921527704,-90.231269693073003 38.67705654187391))",14416050240,240,44160502400
"POLYGON ((-90.231948006845556 38.67748323906681,-90.232292143244678 38.677004887919388,-90.232368381889515 38.67703866627803,-90.232024246280773 38.677517017025949,-90.231948006845556 38.67748323906681))",14416050270,270,44160502700
"POLYGON ((-90.232024246280773 38.677517017025949,-90.232368381889515 38.67703866627803,-90.232444620606216 38.677072444587061,-90.232100485791349 38.677550794935478,-90.232024246280773 38.677517017025949))",14416050280,280,44160502800
"POLYGON ((-90.232176725370323 38.677584572795382,-90.23252085939481 38.677106222849183,-90.232597098251773 38.677140001058945,-90.232252964834515 38.677618350868819,-90.232176725370323 38.677584572795382))",14416050300,300,44160503000
"POLYGON ((-90.232252964834515 38.677618350868819,-90.232597098251773 38.677140001058945,-90.232673337184124 38.677173779221825,-90.232329204747359 38.67765212836904,-90.232252964834515 38.677618350868819))",14416050310,310,44160503100
"POLYGON ((-90.232329204747359 38.67765212836904,-90.232673337184124 38.677173779221825,-90.232825815264434 38.677241335395969,-90.232481684408427 38.677719683744179,-90.232329204747359 38.67765212836904))",14416050320,320,44160503200
"POLYGON ((-90.232786644596615 38.677854793896195,-90.233130772284099 38.677376447148731,-90.233359490802698 38.677477780440832,-90.233015365493358 38.677956125989809,-90.232786644596615 38.677854793896195))",14416050360,360,44160503600
"POLYGON ((-90.233015365493358 38.677956125989809,-90.233359490802698 38.677477780440832,-90.23345988318971 38.677522258858687,-90.233115758923844 38.678000603881365,-90.233015365493358 38.677956125989809))",14416050380,380,44160503800
"POLYGON ((-90.233461142605407 38.677333568244201,-90.233647326776335 38.677074761530918,-90.233799897729 38.677142188299626,-90.233613621770601 38.677401123393444,-90.233461142605407 38.677333568244201))",14416160090,90,44161600900
"POLYGON ((-90.232546273662351 38.676928233182842,-90.23273190709007 38.676670196753179,-90.232808191670856 38.676703910759997,-90.232622512342985 38.676962011376411,-90.232546273662351 38.676928233182842))",14416160180,180,44161601800
"POLYGON ((-90.232470035050085 38.676894454936871,-90.232655622584559 38.676636482699429,-90.23273190709007 38.676670196753179,-90.232546273662351 38.676928233182842,-90.232470035050085 38.676894454936871))",14416160190,190,44161601900
"POLYGON ((-90.232317558041188 38.676826898298842,-90.232503053785379 38.676569054442872,-90.232655622584559 38.676636482699429,-90.232470035050085 38.676894454936871,-90.232317558041188 38.676826898298842))",14416160200,200,44161602000
"POLYGON ((-90.232229121510429 38.676787715358977,-90.232373659148905 38.676586804862012,-90.232369844969256 38.676585119162382,-90.232410749836177 38.676528260263282,-90.232503053785379 38.676569054442872,-90.232317558041188 38.676826898298842,-90.232229121510429 38.676787715358977))",14416160210,210,44161602100
"POLYGON ((-90.231646662595978 38.676529646723907,-90.231698283668692 38.676457893252369,-90.232155711450446 38.676660564987898,-90.232104090686576 38.676732318659958,-90.231646662595978 38.676529646723907))",14416160230,230,44161602300
"POLYGON ((-90.232452579656311 38.676499463332384,-90.232638027983469 38.676241683309271,-90.232714358144165 38.676275333305902,-90.232528863920692 38.676533177518472,-90.232452579656311 38.676499463332384))",14416160300,300,44161603000
"POLYGON ((-90.232528863920692 38.676533177518472,-90.232714358144165 38.676275333305902,-90.232790688376539 38.676308983252795,-90.232605148256837 38.676566891654865,-90.232528863920692 38.676533177518472))",14416160310,310,44161603100
"POLYGON ((-90.233128979436245 38.676798398525875,-90.233314834749251 38.676540049362266,-90.233386066645366 38.676571451126939,-90.233200168547413 38.6768298602152,-90.233128979436245 38.676798398525875))",14416160390,390,44161603900
"POLYGON ((-90.233200168547413 38.6768298602152,-90.233386066645366 38.676571451126939,-90.233477663687083 38.676611830533581,-90.233291710519566 38.676870316646593,-90.233200168547413 38.6768298602152))",14416160400,400,44161604000
"POLYGON ((-90.233291710519566 38.676870316646593,-90.233477663687083 38.676611830533581,-90.233569260835537 38.676652209865843,-90.233383252591565 38.676910773009176,-90.233291710519566 38.676870316646593))",14416160410,410,44161604100
"POLYGON ((-90.233383252591565 38.676910773009176,-90.233569260835537 38.676652209865843,-90.233706656750016 38.676712778729936,-90.233520565896896 38.676971457416151,-90.233383252591565 38.676910773009176))",14416160420,420,44161604200
"POLYGON ((-90.233825707408471 38.677106311082696,-90.234011981834087 38.676847375632263,-90.234164644808018 38.6769146737822,-90.233978278593227 38.677173737616471,-90.233825707408471 38.677106311082696))",14416160460,460,44161604600
"POLYGON ((-90.233978278593227 38.677173737616471,-90.234164644808018 38.6769146737822,-90.234265402528308 38.676959090453309,-90.234078975791761 38.677218239044841,-90.233978278593227 38.677173737616471))",14416160470,470,44161604700
"POLYGON ((-90.234267882332659 38.676771164426121,-90.234454247565282 38.676512100659103,-90.234530624785663 38.676545685331305,-90.234344213820322 38.676804813360896,-90.234267882332659 38.676771164426121))",14416170110,110,44161701100
"POLYGON ((-90.233794628690319 38.676562539923836,-90.233980710455569 38.676303874612834,-90.234072362544225 38.676344176559226,-90.233886225952162 38.676602919008644,-90.233794628690319 38.676562539923836))",14416170160,160,44161701600
"POLYGON ((-90.233672499166119 38.676508701031743,-90.23385850771102 38.676250138520295,-90.233980710455569 38.676303874612834,-90.233794628690319 38.676562539923836,-90.233672499166119 38.676508701031743))",14416170170,170,44161701700
"POLYGON ((-90.233412974535696 38.67639429296424,-90.233598827657474 38.676135948971741,-90.233675204016549 38.676169534174171,-90.233489305220459 38.676427942453451,-90.233412974535696 38.67639429296424))",14416170200,200,44161702000
"POLYGON ((-90.233344276976183 38.676364008377007,-90.233530088912616 38.676105722211069,-90.233598827657474 38.676135948971741,-90.233412974535696 38.67639429296424,-90.233344276976183 38.676364008377007))",14416170210,210,44161702100
"POLYGON ((-90.232136923044806 38.675848175402024,-90.232179941118034 38.675788381237481,-90.232637422379028 38.675990972439799,-90.232594404822052 38.676050766884636,-90.232136923044806 38.675848175402024))",14416170300,300,44161703000
"POLYGON ((-90.233410784055451 38.676006033032522,-90.233596507551781 38.675747868597455,-90.233672929449313 38.675781389674491,-90.233487160223163 38.676039618374226,-90.233410784055451 38.676006033032522))",14416170430,430,44161704300
"POLYGON ((-90.233487160223163 38.676039618374226,-90.233672929449313 38.675781389674491,-90.233749351418354 38.675814910704396,-90.233563536462441 38.676073203666121,-90.233487160223163 38.676039618374226))",14416170440,440,44161704400
"POLYGON ((-90.233563536462441 38.676073203666121,-90.233749351418354 38.675814910704396,-90.233886911140715 38.675875248426543,-90.23370101387151 38.676133657063836,-90.233563536462441 38.676073203666121))",14416170450,450,44161704500
"POLYGON ((-90.234174548947294 38.676341884197349,-90.234360729734234 38.676083077129341,-90.2344371523468 38.676116597707718,-90.234250925830935 38.676375469040991,-90.234174548947294 38.676341884197349))",14416170520,520,44161705200
"POLYGON ((-90.234571709477265 38.676516524815064,-90.234758128095407 38.676257383593487,-90.234819266478581 38.676284199854386,-90.234632811319656 38.676543392506645,-90.234571709477265 38.676516524815064))",14416170565,565,44161705650
"POLYGON ((-90.234632811319656 38.676543392506645,-90.234819266478581 38.676284199854386,-90.234895689516634 38.676317720133568,-90.234709188632877 38.676576977051454,-90.234632811319656 38.676543392506645))",14416170570,570,44161705700
"POLYGON ((-90.236798186298884 38.680656340971964,-90.237165276603974 38.680816903006779,-90.237114744554617 38.680889132554512,-90.236747653995224 38.68072857036217,-90.236798186298884 38.680656340971964))",14418020420,420,44180204200
"POLYGON ((-90.235361662007008 38.681270033725646,-90.235338503220433 38.681077294057125,-90.235684510215364 38.681228130974262,-90.235361662007008 38.681270033725646))",14418330040,40,44183300400
"POLYGON ((-90.234214973390635 38.679305804694771,-90.234377900089655 38.679376930688221,-90.234037383324562 38.679606599831992,-90.233885266313351 38.679536585454755,-90.234214973390635 38.679305804694771))",14419030590,590,44190305900
"POLYGON ((-90.234845438349467 38.681085761207122,-90.234401757721599 38.681124365606969,-90.234385178559251 38.68103800690065,-90.234830302627429 38.680999221872163,-90.234845438349467 38.681085761207122))",14419100030,30,44191000300
"POLYGON ((-90.234444025010333 38.681632548682813,-90.234008933306981 38.68167702822619,-90.233995611004715 38.68160804763103,-90.234430765680216 38.681563480410134,-90.234434783315422 38.681584416263512,-90.234444025010333 38.681632548682813))",14419100220,220,44191002200
"POLYGON ((-90.232027603799182 38.674009911731915,-90.232372585027875 38.673531922902022,-90.232420415273594 38.673521412923428,-90.232462710791594 38.673539930553474,-90.232104056976752 38.674043384202896,-90.232027603799182 38.674009911731915))",14424000040,40,44240000400
"POLYGON ((-90.231629899464949 38.673836052320659,-90.231790960436484 38.67361039033635,-90.232142825577967 38.673764117609927,-90.231981765357688 38.673989780075566,-90.231629899464949 38.673836052320659))",14424000050,50,44240000500
"POLYGON ((-90.231912101838645 38.673440658438189,-90.231954859506004 38.673380750210924,-90.232306723875908 38.673534476991939,-90.232263966412432 38.673594385346988,-90.231912101838645 38.673440658438189))",14424000080,80,44240000800
"POLYGON ((-90.23208313206861 38.673201025429989,-90.232125889446479 38.673141117136652,-90.232477753014891 38.67329484340928,-90.23243499583738 38.673354751830395,-90.23208313206861 38.673201025429989))",14424000110,110,44240001100
"POLYGON ((-90.232168646752882 38.673081208826794,-90.23221140398779 38.673021300500423,-90.232563267155442 38.673175026517491,-90.232520510120892 38.673234934971639,-90.232168646752882 38.673081208826794))",14424000120,120,44240001200
