WKT,HANDLE,PARCEL,PARCELID
"POLYGON ((-90.253140909586364 38.690449207982184,-90.253092052084384 38.690475597185419,-90.253063584916575 38.690490971726348,-90.252827712963651 38.69021762349891,-90.252898571043161 38.690178564667313,-90.253140909586364 38.690449207982184))",15562000060,60,55620000600
"POLYGON ((-90.252574590023301 38.690755084036702,-90.252565684755055 38.690759892469416,-90.25250043437417 38.690795135183514,-90.252261000030003 38.690530002301116,-90.252337218931231 38.690487989606822,-90.252574590023301 38.690755084036702))",15562000120,120,55620001200
"POLYGON ((-90.25250043437417 38.690795135183514,-90.25247494006166 38.690808904034434,-90.252429515005659 38.690833441256508,-90.252190544939197 38.690568839180251,-90.252261000030003 38.690530002301116,-90.25250043437417 38.690795135183514))",15562000130,130,55620001300
"POLYGON ((-90.285022526420207 38.572330614586768,-90.284947223624599 38.572470097766953,-90.284886053887959 38.572463954785498,-90.284903138413327 38.572447263289192,-90.285022526420207 38.572330614586768))",15564000150,150,55640001500
"POLYGON ((-90.246529828391076 38.69515047335473,-90.246442765414372 38.695197867790512,-90.246193880870152 38.69491399605986,-90.246279499168651 38.694867850797337,-90.246529828391076 38.69515047335473))",15568000200,200,55680002000
"POLYGON ((-90.246356941571861 38.695244586618735,-90.246272886976016 38.695290339930153,-90.246024156984816 38.695005471411619,-90.246108430975255 38.694960048265223,-90.246356941571861 38.695244586618735))",15568000220,220,55680002200
"POLYGON ((-90.246673460589577 38.694598848048258,-90.246632015482106 38.69462121123577,-90.246589576873035 38.694644110446021,-90.246345360818751 38.694364167600931,-90.246430008839056 38.694317731787223,-90.246673460589577 38.694598848048258))",15568000340,340,55680003400
"POLYGON ((-90.246764709232551 38.694549614535987,-90.246719651875225 38.694573924991651,-90.246673460589577 38.694598848048258,-90.246430008839056 38.694317731787223,-90.246519227577508 38.694268785109948,-90.246764709232551 38.694549614535987))",15568000350,350,55680003500
"POLYGON ((-90.248737663949925 38.695032563637909,-90.248651619613767 38.695079692819775,-90.248401856239141 38.694798256758041,-90.248433928315464 38.694780842802473,-90.248486245504594 38.694752436730944,-90.248737663949925 38.695032563637909))",15569000040,40,55690000400
"POLYGON ((-90.248651619613767 38.695079692819775,-90.248565554103436 38.695126832875737,-90.248321588226304 38.694841836725971,-90.248332544561848 38.694835888038376,-90.248401856239141 38.694798256758041,-90.248651619613767 38.695079692819775))",15569000050,50,55690000500
"POLYGON ((-90.247872167205799 38.695506626000686,-90.247789909698909 38.695551681338181,-90.247537845723016 38.695267355257513,-90.247610138699741 38.695228105331715,-90.247622225548866 38.695221544076389,-90.247872167205799 38.695506626000686))",15569000140,140,55690001400
"POLYGON ((-90.247789909698909 38.695551681338181,-90.247704843586035 38.695598273736799,-90.247453469293504 38.695313166384622,-90.247478636544386 38.695299502368584,-90.247537845723016 38.695267355257513,-90.247789909698909 38.695551681338181))",15569000150,150,55690001500
"POLYGON ((-90.247619415761491 38.695645065740905,-90.247535244639039 38.695691168435964,-90.247284358043714 38.695404979890995,-90.24736877681201 38.695359147011452,-90.247619415761491 38.695645065740905))",15569000170,170,55690001700
"POLYGON ((-90.247354003942888 38.695790435612693,-90.247271601848141 38.695835569900389,-90.247016956924355 38.695550157963289,-90.247050735810632 38.695531819978761,-90.247102236129521 38.695503857595476,-90.247354003942888 38.695790435612693))",15569000200,200,55690002000
"POLYGON ((-90.247100692305665 38.695929180549449,-90.24701516188928 38.695976026803912,-90.2467657561712 38.695686537040018,-90.246851520160817 38.695639974302892,-90.247100692305665 38.695929180549449))",15569000230,230,55690002300
"POLYGON ((-90.247937271085291 38.694997223304881,-90.247891672688937 38.695021977877772,-90.247843859115221 38.695047933093065,-90.24760127896684 38.694767315437346,-90.247667982920873 38.694731018946641,-90.247694620955372 38.694716523310959,-90.247937271085291 38.694997223304881))",15569000430,430,55690004300
"POLYGON ((-90.248528730953964 38.694676123314899,-90.248441066509187 38.694723718397604,-90.248365225376403 38.69476489155339,-90.248120083807081 38.694484999836476,-90.248270334056912 38.694403241064975,-90.248284400696079 38.694395585653304,-90.248528730953964 38.694676123314899))",15569000490,490,55690004900
"POLYGON ((-90.243538955675703 38.695691519779224,-90.243467777053098 38.695729984304293,-90.243457606663014 38.695735481189814,-90.243218529323684 38.695464184607928,-90.243300353541727 38.695419568134618,-90.243538955675703 38.695691519779224))",15576000030,30,55760000300
"POLYGON ((-90.242446015790676 38.696282123829306,-90.242372325844798 38.696321941355961,-90.242343534431441 38.696337499169573,-90.242110548388155 38.696068336428837,-90.242213715964155 38.696012081369567,-90.242446015790676 38.696282123829306))",15576000150,150,55760001500
"POLYGON ((-90.272749940783058 38.686578941505509,-90.272511689781297 38.68641625039325,-90.272591736017205 38.686337733104722,-90.272830709520179 38.686501251987053,-90.272749940783058 38.686578941505509))",15579000090,90,55790000900
"POLYGON ((-90.255453790405127 38.711622985075032,-90.255402610121806 38.711694392224942,-90.255039954877844 38.71153346455921,-90.25509121505273 38.711462337817032,-90.255453790405127 38.711622985075032))",15589000300,300,55890003000
"POLYGON ((-90.255793281923445 38.710208019954877,-90.255777774364645 38.710229556610102,-90.255744470428894 38.710275802139101,-90.25538420237713 38.710117593469143,-90.255432965433229 38.710049696003729,-90.255793281923445 38.710208019954877))",15590000020,20,55900000200
"POLYGON ((-90.255262604197767 38.710944956103347,-90.255207865311505 38.711020968837971,-90.254848760359437 38.710863164627661,-90.254874871403644 38.710826808739895,-90.254903295975851 38.710787228517503,-90.255262604197767 38.710944956103347))",15590000110,110,55900001100
"POLYGON ((-90.254269639472682 38.709958016003995,-90.254213239821141 38.710036891517561,-90.253856587037461 38.709873292788274,-90.253900230805982 38.709812656327713,-90.253913333783871 38.709794451128268,-90.254269639472682 38.709958016003995))",15591000270,270,55910002700
"POLYGON ((-90.254445355859119 38.709712270115858,-90.254388333290137 38.709792020351578,-90.254032605412633 38.70962874262716,-90.254089834180547 38.709549234638068,-90.254445355859119 38.709712270115858))",15591000300,300,55910003000
"POLYGON ((-90.237992277485176 38.674342281414063,-90.237941286403313 38.674412360842702,-90.237622155972872 38.674275068035676,-90.237654418883494 38.674229552819611,-90.237671805568652 38.674205021420043,-90.237992277485176 38.674342281414063))",15595000060,60,55950000600
"POLYGON ((-90.237417723248441 38.674493411059295,-90.237339884915329 38.674602921622849,-90.2372355789972 38.674749667609433,-90.237028868048171 38.674659274619607,-90.237019173732577 38.674655034982933,-90.23704618028664 38.67461788314899,-90.237107449235126 38.674533603409046,-90.237124034741058 38.67451078923493,-90.237213517447472 38.67438769627001,-90.237417723248441 38.674493411059295))",15595000140,140,55950001400
"POLYGON ((-90.237255697435202 38.67432968211039,-90.237231390686503 38.674363308823018,-90.237213517447472 38.67438769627001,-90.236907935705489 38.674255643859652,-90.236935509087132 38.674217683280276,-90.236949616147911 38.674198260244275,-90.237255697435202 38.67432968211039))",15595000180,180,55950001800
"POLYGON ((-90.237299571183001 38.674269219641744,-90.237255697435202 38.67432968211039,-90.236949616147911 38.674198260244275,-90.236993419431727 38.674137956994024,-90.237299571183001 38.674269219641744))",15595000190,190,55950001900
"POLYGON ((-90.237345039688535 38.674206558518264,-90.237299571183001 38.674269219641744,-90.236993419431727 38.674137956994024,-90.237000101514795 38.674128759495282,-90.237039306824286 38.674074786191568,-90.237345039688535 38.674206558518264))",15595000200,200,55950002000
"POLYGON ((-90.237385653229694 38.674150586493276,-90.237345039688535 38.674206558518264,-90.237039306824286 38.674074786191568,-90.237079856944135 38.674018959662703,-90.237385653229694 38.674150586493276))",15595000210,210,55950002100
"POLYGON ((-90.237596777725884 38.673858887382472,-90.237556653109394 38.673914393778063,-90.237251189106118 38.673783086667548,-90.237291738895877 38.673727260061213,-90.237596777725884 38.673858887382472))",15595000250,250,55950002500
"POLYGON ((-90.237641619937335 38.673796848053108,-90.237596777725884 38.673858887382472,-90.237291738895877 38.673727260061213,-90.237336647054931 38.673665435178791,-90.237641619937335 38.673796848053108))",15595000260,260,55950002600
"POLYGON ((-90.237700789396413 38.673747008185771,-90.237641619937335 38.673796848053108,-90.237336647054931 38.673665435178791,-90.237356886682463 38.673637571209156,-90.237378742238761 38.67360747844004,-90.237700789396413 38.673747008185771))",15595000270,270,55950002700
"POLYGON ((-90.237700789396413 38.673747008185771,-90.237891561170102 38.673826773080307,-90.237665119871266 38.674145353813401,-90.237559566313081 38.674098407748971,-90.237457394610871 38.674052962998324,-90.237471217729734 38.674032594659131,-90.237556653109394 38.673914393778063,-90.237596777725884 38.673858887382472,-90.237641619937335 38.673796848053108,-90.237700789396413 38.673747008185771))",15595000360,360,55950003600
"POLYGON ((-90.237665119871266 38.674145353813401,-90.237444679809769 38.674455490159325,-90.237335672597865 38.67440937910839,-90.237559566313081 38.674098407748971,-90.237665119871266 38.674145353813401))",15595000370,370,55950003700
"POLYGON ((-90.237559566313081 38.674098407748971,-90.237335672597865 38.67440937910839,-90.237231390686503 38.674363308823018,-90.237255697435202 38.67432968211039,-90.237299571183001 38.674269219641744,-90.237345039688535 38.674206558518264,-90.237385653229694 38.674150586493276,-90.237427287663834 38.674093210840049,-90.237457394610871 38.674052962998324,-90.237559566313081 38.674098407748971))",15595000380,380,55950003800
"POLYGON ((-90.305940821561251 38.62719936658641,-90.305924707273633 38.62728656494405,-90.305782139466473 38.627269192702599,-90.305636684755967 38.627251466736979,-90.305479468746356 38.627232309541277,-90.305371478368826 38.627219149132081,-90.30526838363366 38.627206587183025,-90.305171510801387 38.627194782443453,-90.305084940124132 38.627184230532357,-90.305068367152032 38.627182211998537,-90.304951002142118 38.627167909680622,-90.304963190368156 38.627085727233734,-90.305940821561251 38.62719936658641))",15599000130,130,55990001300
"POLYGON ((-90.302466039515025 38.628246201006014,-90.302396110113023 38.628607817729453,-90.302374029916578 38.62860599816959,-90.302432351682469 38.628243057456537,-90.302466039515025 38.628246201006014))",15607000340,340,56070003400
"POLYGON ((-90.248257995702559 38.675574009136845,-90.247949268690192 38.675448593706577,-90.248056155321137 38.675297172915201,-90.24829489751906 38.675400752198172,-90.248257995702559 38.675574009136845))",15621000440,440,56210004400
"POLYGON ((-90.242894964543581 38.696713803463311,-90.243140288745806 38.696998148015375,-90.242967161300029 38.697091616456383,-90.242721837468139 38.696807271547058,-90.242894964543581 38.696713803463311))",15631000030,30,56310000300
"POLYGON ((-90.242721837468139 38.696807271547058,-90.242967161300029 38.697091616456383,-90.242880597410149 38.697138350579621,-90.24263527375993 38.696854005491637,-90.242721837468139 38.696807271547058))",15631000040,40,56310000400
"POLYGON ((-90.242505427990181 38.696924106286914,-90.242750751362621 38.697208451642844,-90.242620905058473 38.697278552560149,-90.242375581967337 38.696994206936267,-90.242505427990181 38.696924106286914))",15631000060,60,56310000600
"POLYGON ((-90.242375581967337 38.696994206936267,-90.242620905058473 38.697278552560149,-90.242534340718592 38.697325286423968,-90.242289017809142 38.697040940621434,-90.242375581967337 38.696994206936267))",15631000070,70,56310000700
"POLYGON ((-90.242289017809142 38.697040940621434,-90.242534340718592 38.697325286423968,-90.242447776266204 38.697372020222907,-90.242202453541935 38.69708767424175,-90.242289017809142 38.697040940621434))",15631000080,80,56310000800
"POLYGON ((-90.242202453541935 38.69708767424175,-90.242447776266204 38.697372020222907,-90.242361211697812 38.697418753956988,-90.24211588915874 38.697134407797179,-90.242202453541935 38.69708767424175))",15631000090,90,56310000900
"POLYGON ((-90.242029324666547 38.697181141287778,-90.242274647020437 38.697465487626211,-90.242188082227059 38.697512221230582,-90.241952572908986 38.697239248583656,-90.241957187500873 38.697220085812809,-90.242029324666547 38.697181141287778))",15631000110,110,56310001100
"POLYGON ((-90.242080959186254 38.697461692649576,-90.242144802548296 38.697535591202559,-90.24178411447086 38.697730313721756,-90.241720271309134 38.697656414972315,-90.242080959186254 38.697461692649576))",15631000120,120,56310001200
"POLYGON ((-90.242013776582994 38.696722732850795,-90.242259097319035 38.697007079241345,-90.24212925090319 38.69707717961478,-90.241883930448452 38.696792832956291,-90.242013776582994 38.696722732850795))",15631000210,210,56310002100
"POLYGON ((-90.242273468092733 38.696582532202015,-90.242518789384349 38.696866878056682,-90.24243222547625 38.696913611849759,-90.242186904369817 38.696629265816476,-90.242273468092733 38.696582532202015))",15631000240,240,56310002400
"POLYGON ((-90.244087606665119 38.697570364268486,-90.243951268716373 38.697643971782426,-90.243705939097111 38.697359628944156,-90.243842276754236 38.697286021708827,-90.244087606665119 38.697570364268486))",15632000010,10,56320000100
"POLYGON ((-90.243951268716373 38.697643971782426,-90.243864704791534 38.69769070662953,-90.243619375357454 38.697406363612622,-90.243705939097111 38.697359628944156,-90.243951268716373 38.697643971782426))",15632000020,20,56320000200
"POLYGON ((-90.243864704791534 38.69769070662953,-90.243778140757698 38.697737441411796,-90.243532811508786 38.697453098216243,-90.243619375357454 38.697406363612622,-90.243864704791534 38.69769070662953))",15632000030,30,56320000300
"POLYGON ((-90.243778140757698 38.697737441411796,-90.24366272186623 38.697799754355749,-90.243417392867741 38.697515410919259,-90.243532811508786 38.697453098216243,-90.243778140757698 38.697737441411796))",15632000040,40,56320000400
"POLYGON ((-90.243561730175657 38.697854278083696,-90.243431883490302 38.697924379892285,-90.243186554982103 38.69764003598214,-90.243316401389663 38.697569934441539,-90.243561730175657 38.697854278083696))",15632000060,60,56320000600
"POLYGON ((-90.243258754181596 38.698017848743383,-90.243085624422847 38.698111317335062,-90.242840296655359 38.697826972710359,-90.243013426043731 38.69773350447597,-90.243258754181596 38.698017848743383))",15632000080,80,56320000800
"POLYGON ((-90.242999059372977 38.698158051533603,-90.242912494214082 38.698204785667301,-90.242667166816972 38.697920440685316,-90.242753731794181 38.697873706730263,-90.242999059372977 38.698158051533603))",15632000100,100,56320001000
"POLYGON ((-90.242912494214082 38.698204785667301,-90.242825928939197 38.698251519736139,-90.242590414779642 38.697978548391397,-90.24259502925355 38.697959385597393,-90.242667166816972 38.697920440685316,-90.242912494214082 38.698204785667301))",15632000110,110,56320001100
"POLYGON ((-90.242724292614795 38.697839585317702,-90.242637727659826 38.69788631925131,-90.242392402438711 38.697601973685003,-90.242478967204988 38.697555239930018,-90.242724292614795 38.697839585317702))",15632000200,200,56320002000
"POLYGON ((-90.242897422183731 38.697746117255903,-90.242724292614795 38.697839585317702,-90.242478967204988 38.697555239930018,-90.242652096403546 38.697461772225502,-90.242897422183731 38.697746117255903))",15632000210,210,56320002100
"POLYGON ((-90.243157115691602 38.697605914676771,-90.243070551302651 38.697652648934671,-90.242825225152089 38.697368304261559,-90.242911789355873 38.697321570182297,-90.243157115691602 38.697605914676771))",15632000240,240,56320002400
"POLYGON ((-90.243740579832973 38.697290911625821,-90.243676499673299 38.697325507767395,-90.243431172226522 38.697041164344768,-90.243495252252615 38.697006568332689,-90.243740579832973 38.697290911625821))",15632000310,310,56320003100
"POLYGON ((-90.231814836823773 38.718264467308046,-90.231768039354449 38.718514898797366,-90.231088324917735 38.718449848184726,-90.231136374598947 38.718196986986065,-90.231814836823773 38.718264467308046))",15636000110,110,56360001100
"POLYGON ((-90.230465574526477 38.716246758804203,-90.230300810750876 38.716232790503142,-90.230305501968871 38.716207220491739,-90.230465543877116 38.716218596701573,-90.230465574526477 38.716246758804203))",15637000020,20,56370000200
"POLYGON ((-90.230038887112585 38.717327929687258,-90.230023396891085 38.717412088780605,-90.229613110091975 38.717374132827679,-90.229627446993319 38.717290152340453,-90.230038887112585 38.717327929687258))",15637000340,340,56370003400
"POLYGON ((-90.230291280866908 38.715956554797629,-90.230173659642603 38.715941237437292,-90.230189716825521 38.715873901048717,-90.230303639644504 38.715889399293644,-90.230291280866908 38.715956554797629))",15637000450,450,56370004500
"POLYGON ((-90.250079568850367 38.662763471839554,-90.250127693001232 38.662696481212734,-90.250485308969616 38.662853354481783,-90.250437167015292 38.66292033734824,-90.250079568850367 38.662763471839554))",15638000330,330,56380003300
"POLYGON ((-90.250033722702938 38.662743360577409,-90.249600479618479 38.662553309015109,-90.249686416183081 38.662433683320444,-90.250119658750776 38.662623734543075,-90.250033722702938 38.662743360577409))",15638000340,340,56380003400
"POLYGON ((-90.250422150303507 38.662202649430171,-90.249989491384412 38.662012855117332,-90.250046195092054 38.661932857666578,-90.250479434242294 38.662122906345935,-90.250422150303507 38.662202649430171))",15638000400,400,56380004000
"POLYGON ((-90.258149856182712 38.576096675587934,-90.25808353384059 38.576175580997322,-90.257716101987398 38.575981735250004,-90.257783759410216 38.575903241968518,-90.258149856182712 38.576096675587934))",15647000180,180,56470001800
"POLYGON ((-90.239036865482603 38.674427770894582,-90.23903250643535 38.67443396417805,-90.238980155605859 38.674508330152477,-90.238674057790249 38.674376522838813,-90.238715450358058 38.674318948478465,-90.238731462368094 38.674296676481845,-90.239036865482603 38.674427770894582))",15669000060,60,56690000600
"POLYGON ((-90.238711325260482 38.674236926582481,-90.238657840580473 38.674310949375766,-90.238354607399486 38.674176838326552,-90.238408812104495 38.674102339496358,-90.238711325260482 38.674236926582481))",15669000280,280,56690002800
"POLYGON ((-90.238894366525173 38.673983594127399,-90.238592805208953 38.673849457232762,-90.238598353421381 38.673841833259672,-90.238658285271327 38.673759488316804,-90.238961411854319 38.673890802992595,-90.238894366525173 38.673983594127399))",15669000330,330,56690003300
"POLYGON ((-90.237567072364342 38.67587628666746,-90.237524987745502 38.675935816889847,-90.237181819704389 38.675790417669269,-90.237224718825615 38.675731397403624,-90.237567072364342 38.67587628666746))",15670000180,180,56700001800
"POLYGON ((-90.237611491445534 38.675813447354642,-90.237587533668744 38.675847341273432,-90.237567072364342 38.67587628666746,-90.237224718825615 38.675731397403624,-90.237270138664726 38.675668906464189,-90.237611491445534 38.675813447354642))",15670000190,190,56700001900
"POLYGON ((-90.237653248445909 38.675754383169291,-90.237633146356188 38.675782818642134,-90.237611491445534 38.675813447354642,-90.237270138664726 38.675668906464189,-90.237313389697107 38.675609403675253,-90.237653248445909 38.675754383169291))",15670000200,200,56700002000
"POLYGON ((-90.237725114455799 38.675652717814295,-90.237693501878809 38.675697440929596,-90.237653248445909 38.675754383169291,-90.237313389697107 38.675609403675253,-90.237386432205795 38.675508913691182,-90.237725114455799 38.675652717814295))",15670000210,210,56700002100
"POLYGON ((-90.258050443739819 38.692109534590102,-90.257803205169637 38.69182620435847,-90.258033182779741 38.691986324582622,-90.258050443739819 38.692109534590102))",15671000015,15,56710000150
"POLYGON ((-90.257532995117657 38.692392088378021,-90.257285757627017 38.69210875706942,-90.257371999165628 38.69206166511308,-90.257619236836206 38.692344996239427,-90.257532995117657 38.692392088378021))",15671000070,70,56710000700
"POLYGON ((-90.257188027111496 38.692580456283757,-90.256940790344089 38.692297124257195,-90.257027032334079 38.692250032558086,-90.257274269281439 38.692533364402415,-90.257188027111496 38.692580456283757))",15671000100,100,56710001000
"POLYGON ((-90.25710178482872 38.692627548098045,-90.256854548237726 38.692344215894728,-90.256940790344089 38.692297124257195,-90.257188027111496 38.692580456283757,-90.25710178482872 38.692627548098045))",15671000110,110,56710001100
"POLYGON ((-90.256066868630015 38.693192644869555,-90.255819634198431 38.692909310512327,-90.255905877655394 38.692862219646543,-90.256153112266929 38.69314555382703,-90.256066868630015 38.693192644869555))",15671000230,230,56710002300
"POLYGON ((-90.255721892950376 38.693381008402,-90.255474659238658 38.693097673326797,-90.25556090315051 38.693050582718286,-90.255808137038684 38.693333917616741,-90.255721892950376 38.693381008402))",15671000270,270,56710002700
"POLYGON ((-90.255635648749234 38.69342809912569,-90.255388415217482 38.693144763868247,-90.255474659238658 38.693097673326797,-90.255721892950376 38.693381008402,-90.255635648749234 38.69342809912569))",15671000280,280,56710002800
"POLYGON ((-90.255376915465206 38.693569370905358,-90.25524340510367 38.693416364707332,-90.255415893875806 38.693322183778136,-90.255549404435229 38.693475189782319,-90.255376915465206 38.693569370905358))",15671000300,300,56710003000
"POLYGON ((-90.255617478988739 38.692969491845261,-90.255370247096849 38.692686156534471,-90.255456490577913 38.69263906599835,-90.255703722649784 38.692922401132392,-90.255617478988739 38.692969491845261))",15671000380,380,56710003800
"POLYGON ((-90.256318919185972 38.692168157113585,-90.256405161425775 38.69212106587274,-90.256652395477161 38.692404399029662,-90.256566153057378 38.692451490452726,-90.256318919185972 38.692168157113585))",15671000490,490,56710004900
"POLYGON ((-90.256911122062917 38.692263124380084,-90.256663887471731 38.691979791758911,-90.256750129260197 38.691932700260828,-90.256997364031335 38.692216032699783,-90.256911122062917 38.692263124380084))",15671000530,530,56710005300
"POLYGON ((-90.257485880141971 38.693505485808338,-90.257238639030561 38.693222154444186,-90.257324881939766 38.693175062535644,-90.257572123231128 38.693458393717542,-90.257485880141971 38.693505485808338))",15672010150,150,56720101500
"POLYGON ((-90.256882175354605 38.693835128634866,-90.256634935502802 38.693551796014219,-90.256721179201946 38.693504704553121,-90.256968419233701 38.69378803699427,-90.256882175354605 38.693835128634866))",15672010220,220,56720102200
"POLYGON ((-90.256019730349706 38.694306041489725,-90.255772492301048 38.694022707074083,-90.255858737128705 38.693975616256147,-90.256105975357329 38.694258950492291,-90.256019730349706 38.694306041489725))",15672010310,310,56720103100
"POLYGON ((-90.256950240885075 38.693329429924447,-90.25670300249682 38.693046097429935,-90.256789245543061 38.692999005912604,-90.257036484114735 38.693282338230389,-90.256950240885075 38.693329429924447))",15672010450,450,56720104500
"POLYGON ((-90.257036484114735 38.693282338230389,-90.256789245543061 38.692999005912604,-90.25687548847641 38.692951914333726,-90.257122727228065 38.693235246469271,-90.257036484114735 38.693282338230389))",15672010460,460,56720104600
"POLYGON ((-90.257726425865044 38.69290560235163,-90.257479185853839 38.69262227146983,-90.257565427884444 38.692575179376441,-90.257812668075573 38.692858510076007,-90.257726425865044 38.69290560235163))",15672010530,530,56720105300
"POLYGON ((-90.257655667470829 38.61779294137942,-90.257645253085002 38.617791891380861,-90.257721249258651 38.617428134840701,-90.257731655731874 38.617429232595718,-90.257655667470829 38.61779294137942))",15677000040,40,56770000400
"POLYGON ((-90.25754359181191 38.617381642142917,-90.257490130434178 38.61737677445975,-90.25750788149476 38.617295846022408,-90.257559980773621 38.617299832709627,-90.25754359181191 38.617381642142917))",15677000205,205,56770002050
"POLYGON ((-90.254595162563263 38.57910630770013,-90.254443481389401 38.579576555161644,-90.254257430374949 38.579488204396966,-90.254283475418234 38.57945516751839,-90.254286336113964 38.579451315449539,-90.254271357673488 38.579443899979488,-90.254251108253754 38.5794331782364,-90.25422456997606 38.579419123359536,-90.25448556201556 38.579092687747604,-90.254595162563263 38.57910630770013))",15685000310,310,56850003100
"POLYGON ((-90.201704750610915 38.743783707072637,-90.20148661564906 38.743976818687976,-90.201059620826257 38.743621989131796,-90.201485775564237 38.743243877208876,-90.201909698128404 38.743602239569412,-90.201704750610915 38.743783707072637))",15713000060,60,57130000600
"POLYGON ((-90.273320322996781 38.688328043642159,-90.273288521156772 38.688343074215013,-90.273217040766156 38.688267068623908,-90.273237485361534 38.688256452840847,-90.273320322996781 38.688328043642159))",15718000180,180,57180001800
"POLYGON ((-90.25375888600739 38.713770341725493,-90.254035324022581 38.713389298633189,-90.25413133310083 38.713404329059536,-90.253864148894323 38.713781045138923,-90.2538170943469 38.713795309646265,-90.25375888600739 38.713770341725493))",15736000410,410,57360004100
"POLYGON ((-90.244816717296771 38.689545301193498,-90.244730939616431 38.6895924693141,-90.244518296021596 38.689353190109699,-90.244603285710994 38.689305894101977,-90.244816717296771 38.689545301193498))",15740000180,180,57400001800
"POLYGON ((-90.246832135748377 38.687508894134361,-90.246745903476764 38.68755599082283,-90.246568032236368 38.687341111529605,-90.246521041623012 38.687316987901625,-90.246549435185344 38.687300901769717,-90.246793999032761 38.687462822764225,-90.246832135748377 38.687508894134361))",15741000015,15,57410000150
"POLYGON ((-90.246745903476764 38.68755599082283,-90.246655972517658 38.687604661599231,-90.246447879397309 38.687358437554565,-90.246521041623012 38.687316987901625,-90.246545010785695 38.687329292390736,-90.246568032236368 38.687341111529605,-90.246745903476764 38.68755599082283))",15741000020,20,57410000200
"POLYGON ((-90.242761410469342 38.688404595614728,-90.242678745690412 38.68845029730285,-90.242460691744299 38.688206323315626,-90.242543426202147 38.688160690581626,-90.242761410469342 38.688404595614728))",15744000360,360,57440003600
"POLYGON ((-90.250484100365199 38.706635305246571,-90.250182244386906 38.706492354666253,-90.250213855576604 38.706449679499954,-90.250519283321495 38.706586333024624,-90.250484100365199 38.706635305246571))",15781000010,10,57810000100
"POLYGON ((-90.250484100365199 38.706635305246571,-90.250418998908486 38.706725923845447,-90.250140337854475 38.706548926797815,-90.250182244386906 38.706492354666253,-90.250484100365199 38.706635305246571))",15781000020,20,57810000200
"POLYGON ((-90.251307754333439 38.707007285480564,-90.250977355334598 38.706859303225897,-90.251015609171063 38.706809969462562,-90.251343509647796 38.70695686713789,-90.251307754333439 38.707007285480564))",15782000010,10,57820000100
"POLYGON ((-90.251307754333439 38.707007285480564,-90.251181442931014 38.707185387781074,-90.250941061139784 38.70691144748573,-90.250977355334598 38.706859303225897,-90.251307754333439 38.707007285480564))",15782000020,20,57820000200
"POLYGON ((-90.252069992175564 38.707454919265622,-90.252003453257018 38.707548108598779,-90.251700664473319 38.707414476854311,-90.251769169975248 38.707321190279615,-90.252069992175564 38.707454919265622))",15783000030,30,57830000300
"POLYGON ((-90.254611679137497 38.708497298653846,-90.254295272676018 38.708355780686112,-90.254338280191348 38.708296353651768,-90.254654341714243 38.70843825795226,-90.254611679137497 38.708497298653846))",15786000010,10,57860000100
"POLYGON ((-90.254304595216041 38.708922276629551,-90.254296510487947 38.708933465661175,-90.254261977828435 38.708981256883277,-90.253945054862598 38.708839712176683,-90.25398780943901 38.708780633473815,-90.254304595216041 38.708922276629551))",15786000080,80,57860000800
"POLYGON ((-90.255806888421759 38.709468870864654,-90.255757559988893 38.709537324729233,-90.255402475615426 38.709377992895845,-90.255451614395312 38.709309725503608,-90.255806888421759 38.709468870864654))",15788000270,270,57880002700
"POLYGON ((-90.255732959363357 38.708639392744637,-90.255652598978116 38.708751035172199,-90.255313440909632 38.708596437430145,-90.255394473872272 38.708484980620213,-90.255732959363357 38.708639392744637))",15789000100,100,57890001000
"POLYGON ((-90.255652598978116 38.708751035172199,-90.255575178534315 38.708858595041789,-90.25523560831887 38.708703493710509,-90.255313440909632 38.708596437430145,-90.255652598978116 38.708751035172199))",15789000110,110,57890001100
"POLYGON ((-90.255428139978378 38.70906287090402,-90.255360497319202 38.709156842393618,-90.255019151199576 38.709001209499348,-90.255068734906885 38.708933014592269,-90.255087224032138 38.708907582347649,-90.255428139978378 38.70906287090402))",15789000140,140,57890001400
"POLYGON ((-90.255137384414809 38.709466804909717,-90.255037271372601 38.709605886500185,-90.25469416106904 38.709448203256734,-90.254794382463629 38.709310357845055,-90.255137384414809 38.709466804909717))",15789000180,180,57890001800
"POLYGON ((-90.255095887470119 38.708814272468132,-90.255043638443894 38.708886127581707,-90.25468787652089 38.708723428397768,-90.254739757711391 38.7086516028726,-90.255095887470119 38.708814272468132))",15789000260,260,57890002600
"POLYGON ((-90.253104176462557 38.589753775013953,-90.253086826617974 38.589752019470666,-90.253135316853772 38.589410890990251,-90.253152666617567 38.589412646526206,-90.253104176462557 38.589753775013953))",15791000320,320,57910003200
"POLYGON ((-90.272953216921792 38.576619131442314,-90.272916203825019 38.576626912881501,-90.272815120337583 38.576302501398459,-90.272847451835304 38.576295054120813,-90.272953216921792 38.576619131442314))",15876000085,85,58760000850
"POLYGON ((-90.27579315988423 38.575087320260714,-90.275741820166047 38.575114151357099,-90.275730345862513 38.575121167233746,-90.275487079408876 38.57484290798071,-90.275534520429119 38.574817791219516,-90.275595783694754 38.574881772285792,-90.275651594506172 38.574939893901316,-90.275731651643227 38.57502326468736,-90.27579315988423 38.575087320260714))",15880000010,10,58800000100
